peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2	Cl13_P14_Day32_H3K9me3_Rep1_S5	Cl13_P14_Day32_H3K9me3_Rep2_S6	Cl13_P14_Day32_H3K9me3_Rep3_S7	Cl13_P14_Day32_H3K9me3_Rep4_S8
peak11816	chr9	48408622	48409993	.	1372	7.69	16.02	12.24	9.32	14.48	15.76	18.26	14.46	18.38	10.42	18.35	11.52	13.59	16.39	19.01	15.83
peak11818	chr9	48518601	48523778	.	5178	46.97	45.4	62	39.82	53.38	44.65	60.88	43.38	52.69	68.75	46.49	62.2	80.39	68.84	62.96	79.16
peak11819	chr9	48539804	48544224	.	4421	24.77	18.69	16.32	17.79	29.86	26.27	31.31	25.71	50.24	50	52.61	49.53	69.07	73.21	45.14	70.11
peak11820	chr9	48570461	48574706	.	4246	120.42	113.05	123.18	110.14	128.47	144.46	130.46	133.35	82.1	82.29	72.19	71.41	75.86	73.21	58.21	56.54
peak11823	chr9	49135748	49141192	.	5445	53.8	53.41	52.21	56.76	66.95	56.03	54.79	47.4	69.84	59.38	46.49	41.46	30.57	50.27	49.9	49.76
peak11824	chr9	49233981	49237811	.	3831	19.64	24.92	21.21	19.49	22.62	26.27	20.87	29.72	18.38	30.21	17.13	24.19	21.51	14.21	16.63	7.92
peak11826	chr9	49250124	49465820	.	215697	772.06	723.68	685.24	691.32	768.12	781.85	717.51	740.66	1966.67	2056.3	2153.41	1992.61	1904.44	1954.89	2065.96	1913.35
peak11827	chr9	49467342	49479007	.	11666	50.39	36.5	51.39	43.21	45.24	34.15	32.18	40.17	72.3	70.84	88.09	84.08	53.22	67.75	76.03	72.37
peak11828	chr9	49506528	49790081	.	283554	738.75	730.8	721.14	729.45	766.31	761.71	724.47	788.05	2661.44	2743.82	2827.57	2805.78	2892.89	3050.9	3004.49	2986.5
peak11829	chr9	49809525	49822210	.	12686	43.56	45.4	45.68	44.9	33.48	52.53	46.09	48.2	87	91.67	91.76	101.36	95.11	91.79	96.23	85.94
peak11830	chr9	49823191	50035117	.	211927	768.64	792.22	712.17	716.74	739.17	724.94	772.3	784.84	2293.83	2229.22	2317.36	2174.6	2201.08	2193.11	2208.52	2294.43
peak11831	chr9	50040389	50073502	.	33114	120.42	103.26	124.81	114.37	115.81	102.44	102.63	96.4	221.79	251.05	231.25	247.64	211.73	199.97	224.53	197.89
peak11832	chr9	50080227	50118354	.	38128	125.54	142.42	114.21	141.48	150.19	130.45	126.11	135.76	256.1	284.38	250.82	229.21	235.51	227.29	244.73	251.04
peak11833	chr9	50128924	50142584	.	13661	29.89	33.83	26.92	32.19	21.71	20.14	19.13	26.51	79.65	86.46	91.76	94.45	79.26	73.21	74.84	79.16
peak11834	chr9	50156079	50159346	.	3268	22.21	23.14	21.21	18.64	21.71	16.64	25.22	15.26	14.7	23.96	14.68	32.25	27.17	16.39	19.01	24.88
peak11835	chr9	50277071	50279614	.	2544	23.06	17.8	13.87	17.79	18.09	16.64	21.74	16.87	8.58	12.5	15.91	17.28	12.45	16.39	13.07	18.09
peak11836	chr9	50283456	50290293	.	6838	67.47	80.11	75.05	77.94	65.14	67.42	72.19	80.33	71.07	73.96	63.62	58.74	67.93	87.42	77.22	75.76
peak11838	chr9	50321907	50327663	.	5757	30.75	27.59	19.58	21.18	24.43	28.02	29.57	28.12	40.44	45.83	41.6	38.01	57.74	50.27	38.02	48.63
peak11839	chr9	50391937	50394493	.	2557	25.62	23.14	24.47	26.26	14.48	15.76	24.35	19.28	22.06	26.04	28.14	32.25	24.91	27.32	43.96	37.32
peak11840	chr9	50417823	50421570	.	3748	28.18	24.92	17.95	31.35	32.57	28.89	18.26	26.51	36.76	20.83	31.81	18.43	16.98	24.04	23.76	15.83
peak11841	chr9	50626839	50631614	.	4776	52.1	46.29	45.68	43.21	46.14	32.39	47.83	38.56	44.11	46.88	45.27	36.86	39.63	53.54	42.77	40.71
peak11842	chr9	50932809	50934167	.	1359	18.79	16.91	22.84	20.33	23.52	15.76	18.26	18.48	6.13	4.17	7.34	3.46	6.79	5.46	11.88	5.65
peak11843	chr9	50955702	50957224	.	1523	18.79	10.68	11.42	12.71	15.38	18.39	14.79	10.44	15.93	25	23.25	5.76	28.31	24.04	26.14	20.35
peak11844	chr9	51122332	51125812	.	3481	58.93	57.86	61.18	48.29	71.47	72.67	56.53	68.28	17.15	28.13	24.47	20.73	28.31	25.13	21.38	30.53
peak11845	chr9	51413933	51415941	.	2009	35.02	28.48	31	33.89	32.57	31.52	28.7	36.15	3.68	5.21	4.89	6.91	4.53	6.56	4.75	3.39
peak11846	chr9	51511178	51514291	.	3114	17.93	29.37	30.18	24.57	28.95	28.02	24.35	22.49	19.61	10.42	20.8	21.88	12.45	18.58	14.26	14.7
peak11847	chr9	51564781	51570467	.	5687	77.72	65.87	79.13	62.69	69.66	66.54	72.19	65.07	74.75	76.04	79.53	89.84	67.93	76.49	76.03	68.98
peak11848	chr9	51585276	51587696	.	2421	17.93	31.15	24.47	26.26	14.48	19.26	26.96	20.08	23.28	15.63	17.13	21.88	21.51	18.58	33.26	16.96
peak11849	chr9	51614188	51619856	.	5669	76.86	72.1	75.87	74.55	72.38	69.17	76.53	80.33	88.22	76.04	74.64	61.05	54.35	71.03	65.34	80.29
peak11851	chr9	51671856	51673451	.	1596	21.35	13.35	13.87	16.1	6.33	21.01	21.74	14.46	19.61	18.75	17.13	14.97	7.93	19.67	15.44	19.22
peak11852	chr9	51679771	51682246	.	2476	35.87	31.15	21.21	30.5	23.52	25.39	18.26	26.51	25.73	26.04	20.8	18.43	19.25	19.67	21.38	19.22
peak11853	chr9	51701267	51711224	.	9958	99.92	82.78	93.81	94.89	103.14	97.18	110.45	104.43	93.13	112.5	102.78	101.36	97.37	91.79	81.97	104.04
peak11854	chr9	51855433	51860718	.	5286	63.2	40.06	44.87	52.53	45.24	30.64	46.96	37.76	45.34	38.54	37.93	34.55	32.84	48.08	48.71	41.84
peak11855	chr9	51993640	51999576	.	5937	91.38	72.1	75.87	78.79	75.09	79.67	73.93	84.35	41.66	48.96	41.6	47.22	70.2	53.54	65.34	72.37
peak11856	chr9	52036321	52037943	.	1623	11.1	13.35	9.79	17.79	16.29	13.13	8.7	11.25	25.73	28.13	31.81	31.1	28.31	31.69	23.76	36.19
peak11857	chr9	52183100	52185686	.	2587	17.93	17.8	12.24	20.33	20.81	14.01	11.31	18.48	12.25	12.5	14.68	5.76	14.72	13.11	7.13	16.96
peak11858	chr9	52379684	52387871	.	8188	75.16	74.77	80.76	88.96	80.52	92.81	86.1	61.05	58.82	71.88	66.07	71.41	58.88	61.19	68.9	54.28
peak11859	chr9	52419056	52422391	.	3336	37.58	47.18	40.79	38.12	34.38	40.27	38.27	34.54	47.79	40.63	33.04	41.46	40.76	45.89	42.77	31.66
peak11860	chr9	52455343	52460718	.	5376	32.45	28.48	26.92	22.03	22.62	14.88	15.65	19.28	25.73	15.63	26.92	27.64	13.59	18.58	10.69	15.83
peak11861	chr9	52519821	52523983	.	4163	52.95	29.37	44.87	55.07	41.62	42.03	32.18	40.17	34.31	31.25	44.05	40.31	30.57	29.5	34.45	31.66
peak11862	chr9	52536740	52540506	.	3767	9.39	9.79	12.24	11.01	13.57	7.88	20	9.64	15.93	19.79	11.01	20.73	5.66	13.11	11.88	5.65
peak11863	chr9	52556804	52562722	.	5919	21.35	28.48	17.13	19.49	22.62	24.51	23.48	16.07	31.86	35.42	28.14	35.71	6.79	14.21	16.63	9.05
peak11864	chr9	52570624	52573233	.	2610	14.52	7.12	10.6	12.71	1.81	12.26	5.22	8.03	15.93	21.88	29.36	16.13	3.4	7.65	5.94	4.52
peak11865	chr9	52574616	52577949	.	3334	12.81	15.13	13.05	9.32	9.95	10.51	11.31	8.03	18.38	20.83	28.14	26.49	7.93	3.28	9.5	7.92
peak11866	chr9	52580780	52587333	.	6554	33.31	41.84	34.26	37.28	26.24	21.01	33.92	28.92	36.76	37.5	46.49	63.35	19.25	19.67	29.7	15.83
peak11867	chr9	52599597	52622780	.	23184	241.7	197.61	210.47	222.82	210.8	211	191.34	196.81	225.46	230.21	248.38	272.98	176.63	201.06	158.01	156.05
peak11868	chr9	52628382	52633165	.	4784	35.02	28.48	25.29	17.79	35.28	16.64	20.87	21.69	35.53	30.21	28.14	33.4	19.25	17.48	16.63	15.83
peak11869	chr9	52643132	52671440	.	28309	129.81	117.5	107.68	93.19	90.47	112.07	86.97	85.15	188.7	189.59	206.78	209.63	81.52	64.47	104.55	61.06
peak11870	chr9	52690033	52706031	.	15999	92.24	97.92	79.13	94.04	95.9	83.18	94.8	86.76	148.27	103.13	110.12	133.61	69.07	78.68	96.23	70.11
peak11871	chr9	52706861	52777304	.	70444	359.55	383.65	381.78	373.62	338.37	302.06	350.49	347.84	567.33	582.31	631.34	574.75	271.74	298.32	324.33	331.33
peak11872	chr9	52780783	52829667	.	48885	245.11	213.63	252.07	230.44	217.14	197.87	199.16	212.88	366.38	396.89	434.35	392.76	148.32	170.47	217.41	189.98
peak11873	chr9	52835298	52846846	.	11549	54.66	40.06	55.47	55.07	41.62	50.78	42.62	46.59	64.94	78.13	72.19	73.72	46.42	25.13	42.77	37.32
peak11874	chr9	52860768	52869029	.	8262	45.26	47.18	48.95	42.36	38	41.15	45.22	40.97	42.89	64.58	58.73	63.35	30.57	25.13	28.51	24.88
peak11875	chr9	52874646	52887978	.	13333	126.4	111.27	123.18	104.21	120.33	102.44	118.28	115.68	124.98	102.09	119.91	132.46	89.45	90.7	103.36	100.64
peak11876	chr9	52892126	52901698	.	9573	65.76	53.41	61.18	61.85	66.05	65.66	70.45	64.27	63.72	61.46	80.75	77.17	37.36	61.19	65.34	52.02
peak11877	chr9	52902770	52913774	.	11005	65.76	69.43	94.63	81.33	67.86	62.16	57.4	64.27	82.1	70.84	58.73	86.38	52.08	57.91	47.52	29.4
peak11878	chr9	52915759	52932775	.	17017	98.22	83.67	75.05	88.11	86.85	91.93	83.49	71.5	106.6	85.42	85.65	84.08	50.95	38.25	59.4	37.32
peak11879	chr9	52986221	52999977	.	13757	82.84	110.38	113.39	103.36	114	108.57	103.5	109.25	100.48	90.63	118.68	116.33	108.7	90.7	100.98	90.47
peak11880	chr9	53007288	53020699	.	13412	140.92	120.17	106.87	124.54	98.62	103.31	106.97	105.23	93.13	90.63	104	111.72	100.77	98.35	97.42	105.17
peak11882	chr9	53090023	53091542	.	1520	12.81	12.46	9.79	9.32	16.29	15.76	18.26	16.07	15.93	14.58	14.68	17.28	21.51	16.39	7.13	10.18
peak11883	chr9	53146720	53147849	.	1130	9.39	12.46	13.05	10.17	12.67	15.76	13.92	16.87	8.58	7.29	12.24	12.67	9.06	4.37	9.5	4.52
peak11884	chr9	53195075	53202453	.	7379	79.43	85.45	79.95	80.49	82.33	78.8	77.4	91.58	80.87	79.17	63.62	78.32	72.46	84.14	73.66	66.72
peak11885	chr9	53233862	53234909	.	1048	11.1	15.13	12.24	16.1	15.38	15.76	15.65	19.28	7.35	7.29	4.89	6.91	6.79	7.65	4.75	13.57
peak11886	chr9	53350371	53351621	.	1251	11.96	21.36	11.42	10.17	13.57	16.64	15.65	18.48	12.25	10.42	15.91	17.28	22.64	22.95	24.95	24.88
peak11887	chr9	53360364	53363228	.	2865	14.52	21.36	17.13	14.4	24.43	22.76	20.87	16.87	14.7	14.58	9.79	14.97	18.12	19.67	16.63	27.14
peak11888	chr9	53420103	53422032	.	1930	15.37	26.7	31	31.35	19.9	26.27	31.31	24.9	2.45	3.13	2.45	4.61	9.06	4.37	11.88	6.78
peak11889	chr9	53731662	53735361	.	3700	44.41	41.84	39.16	39.82	53.38	38.52	38.27	56.23	61.27	56.25	64.85	52.98	63.41	59.01	60.59	63.33
peak11890	chr9	53860182	53864638	.	4457	40.99	55.19	45.68	41.51	47.05	54.28	52.18	51.41	26.96	38.54	36.71	40.31	53.22	29.5	38.02	44.1
peak11891	chr9	53877861	53881314	.	3454	13.66	16.91	17.95	17.79	11.76	17.51	17.39	17.67	11.03	15.63	9.79	9.21	6.79	12.02	9.5	13.57
peak11892	chr9	53885365	53888718	.	3354	37.58	36.5	33.45	28.81	24.43	31.52	27.83	24.9	28.18	17.71	25.69	29.95	16.98	26.23	30.89	40.71
peak11893	chr9	53959383	53965231	.	5849	77.72	74.77	81.58	83.87	87.76	98.06	85.23	76.32	87	89.59	80.75	78.32	98.51	80.86	89.1	87.07
peak11894	chr9	54002172	54005766	.	3595	39.29	31.15	39.16	44.06	38.9	28.02	30.44	42.58	37.99	28.13	46.49	46.07	45.29	36.06	41.58	36.19
peak11895	chr9	54016904	54020462	.	3559	36.72	49.85	36.71	47.44	57	47.28	48.7	44.99	41.66	43.75	55.06	52.98	62.27	51.36	61.78	58.8
peak11897	chr9	54088475	54094093	.	5619	34.16	41.84	31	38.12	49.76	46.4	39.14	36.95	18.38	15.63	15.91	25.34	18.12	19.67	21.38	15.83
peak11898	chr9	54106501	54110979	.	4479	48.68	57.86	54.66	47.44	45.24	42.9	30.44	56.23	40.44	40.63	41.6	29.95	64.54	74.31	46.33	64.46
peak11899	chr9	54125390	54133986	.	8597	83.7	69.43	84.84	78.79	86.85	63.91	79.14	82.74	60.04	80.21	77.08	74.87	64.54	61.19	51.08	65.59
peak11900	chr9	54155918	54164760	.	8843	69.18	58.75	53.02	74.55	56.09	81.42	59.14	57.84	53.91	58.33	46.49	49.53	29.44	29.5	46.33	40.71
peak11901	chr9	54183600	54221146	.	37547	180.2	182.48	156.63	174.53	166.47	176.86	191.34	183.16	338.19	308.34	272.85	336.33	107.56	103.81	139	92.73
peak11902	chr9	54225508	54231529	.	6022	9.39	15.13	17.13	13.56	9.95	14.01	13.05	7.23	24.51	28.13	31.81	41.46	7.93	15.3	11.88	9.05
peak11903	chr9	54234138	54242309	.	8172	40.99	22.25	42.42	40.67	36.19	36.77	36.53	38.56	53.91	56.25	64.85	63.35	23.78	33.87	14.26	12.44
peak11904	chr9	54252907	54256130	.	3224	15.37	24.03	22.03	17.79	21.71	18.39	20.87	17.67	23.28	13.54	17.13	28.79	7.93	6.56	13.07	5.65
peak11905	chr9	54264975	54270364	.	5390	19.64	23.14	27.74	16.1	13.57	21.89	22.61	22.49	35.53	28.13	26.92	43.77	11.32	8.74	13.07	10.18
peak11906	chr9	54291173	54297739	.	6567	54.66	64.98	67.71	52.53	60.62	49.03	60.88	65.87	56.37	62.5	56.28	72.56	65.67	57.91	62.96	61.06
peak11907	chr9	54310518	54312237	.	1720	11.96	9.79	6.53	11.86	9.95	6.13	10.44	12.85	18.38	16.67	22.02	17.28	28.31	13.11	17.82	6.78
peak11908	chr9	54356057	54363708	.	7652	88.82	85.45	97.89	90.65	87.76	90.18	84.36	73.91	80.87	83.34	81.98	103.66	98.51	84.14	84.35	99.51
peak11909	chr9	54693543	54697455	.	3913	5.12	8.9	5.71	5.08	3.62	3.5	5.22	10.44	15.93	8.33	7.34	20.73	13.59	24.04	14.26	9.05
peak11910	chr9	54923355	54928861	.	5507	85.4	64.98	60.37	65.24	82.33	79.67	75.66	57.04	72.3	81.25	61.18	58.74	62.27	67.75	77.22	78.03
peak11911	chr9	54963885	54966975	.	3091	44.41	39.17	48.95	42.36	40.71	46.4	45.22	42.58	26.96	35.42	24.47	24.19	37.36	28.41	28.51	24.88
peak11912	chr9	55070762	55077875	.	7114	66.62	89.01	87.29	93.19	87.76	92.81	93.93	87.56	93.13	83.34	99.11	72.56	93.98	92.88	84.35	111.95
peak11914	chr9	55629602	55644375	.	14774	157.14	157.55	174.57	164.36	162.85	151.47	168.72	159.06	129.89	125	138.26	127.85	139.27	137.68	116.43	130.04
peak11915	chr9	55671536	55674900	.	3365	27.33	35.61	29.37	30.5	37.09	35.02	32.18	32.13	23.28	20.83	23.25	24.19	14.72	21.85	27.32	24.88
peak11916	chr9	55724913	55727381	.	2469	23.91	33.83	23.66	31.35	28.95	26.27	25.22	20.08	14.7	29.17	17.13	20.73	9.06	13.11	27.32	19.22
peak11917	chr9	55768741	55788502	.	19762	261.34	260.81	257.78	276.19	306.71	317.82	300.92	306.87	128.66	117.71	121.13	126.7	147.19	155.17	128.31	130.04
peak11918	chr9	55822587	55836125	.	13539	157.14	156.66	170.5	165.21	193.61	195.24	180.9	198.42	151.94	130.21	122.35	130.15	124.55	148.61	121.18	142.48
peak11919	chr9	55849659	55857736	.	8078	67.47	87.23	93	81.33	95	89.3	78.27	95.59	67.39	77.09	89.32	69.11	106.43	85.23	76.03	105.17
peak11922	chr9	55907240	55908590	.	1351	9.39	12.46	23.66	16.94	16.29	14.88	12.18	13.66	19.61	20.83	18.35	28.79	27.17	31.69	22.57	26.01
peak11923	chr9	55953568	55973868	.	20301	428.73	397.89	438.88	439.7	528.37	501.68	494	520.55	322.26	329.18	297.32	329.41	212.86	208.71	211.47	205.81
peak11924	chr9	56014757	56019809	.	5053	54.66	49.85	44.87	55.07	46.14	49.03	56.53	50.61	45.34	37.5	39.15	44.92	38.5	32.78	53.46	37.32
peak11925	chr9	56115247	56116771	.	1525	5.98	11.57	6.53	9.32	8.14	8.76	6.96	14.46	8.58	7.29	18.35	24.19	28.31	24.04	24.95	32.79
peak11926	chr9	56184883	56186679	.	1797	17.93	20.47	18.76	14.4	18.09	10.51	19.13	20.08	17.15	16.67	19.58	14.97	19.25	13.11	7.13	28.27
peak11927	chr9	56208806	56210220	.	1415	5.12	14.24	13.05	9.32	14.48	5.25	15.65	1.61	13.48	15.63	6.12	8.06	27.17	26.23	26.14	32.79
peak11928	chr9	56260257	56260907	.	651	17.08	13.35	14.68	7.62	8.14	7.88	15.65	11.25	26.96	25	28.14	29.95	26.04	26.23	20.2	22.62
peak11929	chr9	56274556	56278191	.	3636	44.41	30.26	40.79	41.51	36.19	41.15	21.74	33.74	18.38	22.92	24.47	33.4	39.63	49.17	35.64	31.66
peak11931	chr9	56381793	56383372	.	1580	4.27	7.12	8.97	6.78	5.43	6.13	11.31	6.43	20.83	20.83	30.59	18.43	33.97	31.69	28.51	29.4
peak11932	chr9	56386083	56387993	.	1911	5.12	11.57	14.68	7.62	5.43	15.76	9.57	16.87	26.96	20.83	24.47	14.97	38.5	36.06	21.38	28.27
peak11933	chr9	56395807	56398704	.	2898	6.83	9.79	8.16	11.86	3.62	3.5	3.48	8.03	14.7	8.33	15.91	10.37	22.64	22.95	19.01	12.44
peak11935	chr9	56921093	56923182	.	2090	12.81	10.68	15.5	15.25	8.14	14.88	16.52	10.44	15.93	11.46	23.25	12.67	21.51	37.15	27.32	22.62
peak11938	chr9	57015238	57017237	.	2000	26.48	33.83	35.08	23.72	22.62	20.14	21.74	28.12	52.69	55.21	48.94	49.53	81.52	68.84	73.66	76.9
peak11940	chr9	57166910	57168060	.	1151	10.25	13.35	12.24	12.71	14.48	12.26	21.74	18.48	14.7	14.58	7.34	12.67	13.59	7.65	9.5	10.18
peak11941	chr9	57220466	57223442	.	2977	40.99	53.41	57.92	49.99	52.47	60.41	62.62	66.68	23.28	22.92	22.02	24.19	35.1	29.5	23.76	21.49
peak11942	chr9	57292506	57293883	.	1378	18.79	12.46	13.05	21.18	22.62	28.89	13.92	16.07	13.48	11.46	9.79	12.67	18.12	9.83	8.32	4.52
peak11943	chr9	57304607	57306969	.	2363	17.93	20.47	22.03	19.49	24.43	19.26	21.74	31.33	18.38	26.04	25.69	20.73	23.78	30.6	32.08	23.75
peak11944	chr9	57323640	57340332	.	16693	124.69	116.61	128.08	142.33	139.33	161.97	141.76	151.83	162.97	139.59	157.84	129	254.76	207.62	198.4	197.89
peak11945	chr9	57348586	57354824	.	6239	7.69	8.01	15.5	12.71	16.29	13.13	20.87	14.46	26.96	21.88	24.47	20.73	41.89	34.97	32.08	38.45
peak11946	chr9	57369500	57380522	.	11023	344.18	352.49	404.62	368.54	454.18	503.43	483.56	495.65	265.9	329.18	297.32	286.8	381.57	425.07	333.83	366.39
peak11947	chr9	57397035	57402092	.	5058	95.65	97.92	121.55	90.65	135.71	138.33	124.37	119.69	231.59	186.46	171.29	185.44	224.18	215.27	192.46	234.08
peak11948	chr9	57490098	57491574	.	1477	16.23	16.02	16.32	11.01	18.09	16.64	15.65	22.49	14.7	15.63	13.46	6.91	21.51	19.67	28.51	19.22
peak11949	chr9	57706040	57708631	.	2592	11.1	6.23	7.34	6.78	9.05	13.13	11.31	9.64	22.06	22.92	17.13	16.13	39.63	34.97	46.33	48.63
peak11951	chr9	57843464	57846496	.	3033	22.21	37.39	42.42	34.74	37.09	42.9	35.66	34.54	35.53	60.42	39.15	47.22	69.07	57.91	64.15	62.2
peak11953	chr9	57981834	57984470	.	2637	11.96	17.8	7.34	9.32	18.09	14.01	24.35	8.84	15.93	19.79	15.91	19.58	22.64	27.32	24.95	16.96
peak11954	chr9	58677501	58680208	.	2708	28.18	35.61	27.74	27.96	24.43	32.39	23.48	19.28	9.8	13.54	11.01	8.06	15.85	17.48	10.69	12.44
peak11955	chr9	58685818	58686894	.	1077	15.37	22.25	14.68	9.32	13.57	10.51	11.31	12.85	22.06	17.71	8.56	11.52	3.4	16.39	7.13	21.49
peak11957	chr9	58778375	58785647	.	7273	95.65	107.71	88.92	94.04	88.66	97.18	92.19	114.07	127.44	153.13	106.45	124.39	149.46	135.5	152.07	176.41
peak11958	chr9	59046204	59052637	.	6434	51.24	45.4	38.34	55.07	60.62	46.4	38.27	49.81	75.97	63.54	68.52	67.96	66.8	69.93	74.84	64.46
peak11959	chr9	59103565	59108698	.	5134	39.29	42.73	37.53	36.43	31.67	34.15	38.27	45.79	18.38	21.88	19.58	17.28	29.44	20.76	26.14	21.49
peak11960	chr9	59119295	59125277	.	5983	57.22	63.2	64.45	57.61	69.66	71.79	80.01	71.5	67.39	62.5	61.18	56.44	58.88	66.66	70.09	59.93
peak11961	chr9	59174770	59177303	.	2534	35.87	28.48	29.37	20.33	26.24	35.9	26.96	33.74	25.73	34.38	28.14	33.4	38.5	29.5	29.7	20.35
peak11962	chr9	59256743	59258848	.	2106	17.93	20.47	15.5	22.87	16.29	19.26	23.48	20.89	6.13	10.42	13.46	11.52	15.85	10.93	9.5	15.83
peak11963	chr9	59370989	59374564	.	3576	41.85	40.95	59.55	54.22	55.19	46.4	54.79	49	67.39	55.21	55.06	57.59	67.93	84.14	61.78	73.5
peak11964	chr9	59427391	59429180	.	1790	12.81	9.79	8.16	11.86	10.86	9.63	7.83	6.43	11.03	17.71	11.01	14.97	24.91	25.13	19.01	27.14
peak11965	chr9	59930435	59934710	.	4276	56.37	68.54	66.08	57.61	61.52	75.3	61.75	70.69	49.01	43.75	52.61	41.46	37.36	60.1	41.58	45.23
peak11966	chr9	60042720	60051533	.	8814	112.73	87.23	112.58	103.36	86.85	90.18	117.41	96.4	102.93	104.17	89.32	94.45	103.03	98.35	98.61	97.25
peak11967	chr9	60299412	60301604	.	2193	36.72	35.61	39.16	37.28	35.28	36.77	33.05	32.13	13.48	11.46	12.24	12.67	18.12	21.85	9.5	19.22
peak11968	chr9	60549961	60551218	.	1258	9.39	19.58	13.87	17.79	15.38	19.26	22.61	24.1	18.38	21.88	25.69	32.25	22.64	10.93	7.13	10.18
peak11969	chr9	60726276	60733994	.	7719	116.15	103.26	97.08	123.69	114.9	108.57	86.1	119.69	139.69	153.13	148.05	148.58	151.72	158.45	163.95	176.41
peak11970	chr9	60772118	60773978	.	1861	28.18	24.03	19.58	25.42	28.95	21.01	25.22	16.87	9.8	7.29	2.45	5.76	7.93	9.83	5.94	4.52
peak11972	chr9	60909503	60911462	.	1960	19.64	26.7	17.13	16.1	6.33	28.89	26.96	12.85	9.8	7.29	6.12	6.91	18.12	12.02	14.26	3.39
peak11973	chr9	60996396	60999323	.	2928	5.98	1.78	9.79	3.39	2.71	6.13	4.35	3.21	9.8	4.17	8.56	16.13	28.31	22.95	8.32	20.35
peak11975	chr9	61058745	61062429	.	3685	31.6	26.7	24.47	18.64	35.28	35.02	32.18	29.72	35.53	48.96	41.6	35.71	86.05	72.12	62.96	68.98
peak11976	chr9	61147665	61153608	.	5944	23.06	32.04	39.16	45.75	25.33	34.15	29.57	28.12	23.28	28.13	22.02	31.1	27.17	27.32	30.89	33.92
peak11977	chr9	61190182	61192617	.	2436	34.16	40.06	40.79	38.97	56.09	44.65	41.75	54.63	12.25	17.71	12.24	12.67	15.85	8.74	8.32	6.78
peak11978	chr9	61222850	61224945	.	2096	17.08	20.47	18.76	14.4	32.57	21.89	20	24.1	30.63	30.21	29.36	19.58	20.38	27.32	15.44	31.66
peak11980	chr9	61264349	61265910	.	1562	19.64	25.81	22.84	18.64	24.43	22.76	23.48	26.51	12.25	9.38	11.01	14.97	9.06	10.93	10.69	7.92
peak11983	chr9	61429349	61431948	.	2600	23.91	24.03	30.18	26.26	24.43	25.39	28.7	32.94	60.04	55.21	40.38	48.38	40.76	36.06	41.58	49.76
peak11984	chr9	61463737	61468550	.	4814	53.8	56.97	86.47	83.87	91.38	78.8	93.93	84.35	136.01	129.17	127.25	116.33	168.7	151.89	135.43	199.02
peak11985	chr9	61481153	61484784	.	3632	14.52	9.79	14.68	14.4	14.48	13.13	14.79	10.44	22.06	23.96	28.14	27.64	20.38	27.32	23.76	30.53
peak11986	chr9	61539969	61542376	.	2408	16.23	20.47	20.39	21.18	24.43	28.02	21.74	19.28	25.73	26.04	18.35	29.95	36.23	38.25	42.77	41.84
peak11988	chr9	61565882	61570404	.	4523	13.66	17.8	17.95	16.94	20.81	19.26	13.92	20.89	15.93	19.79	28.14	14.97	39.63	16.39	29.7	21.49
peak11989	chr9	61749579	61751501	.	1923	5.12	8.9	12.24	11.01	10.86	8.76	6.09	9.64	18.38	16.67	14.68	17.28	20.38	28.41	23.76	21.49
peak11992	chr9	61821571	61823767	.	2197	40.14	28.48	38.34	33.89	43.43	52.53	35.66	39.36	34.31	32.29	28.14	31.1	55.48	51.36	58.21	53.15
peak11993	chr9	61868947	61871111	.	2165	39.29	42.73	38.34	35.58	55.19	53.41	60.88	57.04	28.18	35.42	28.14	31.1	45.29	42.62	19.01	29.4
peak11994	chr9	62172665	62174208	.	1544	12.81	16.91	17.13	18.64	24.43	11.38	20.87	15.26	7.35	12.5	8.56	6.91	10.19	9.83	11.88	4.52
peak11995	chr9	62405549	62410931	.	5383	52.95	43.62	53.02	44.9	56.09	49.91	40.01	43.38	39.21	33.33	24.47	27.64	29.44	30.6	48.71	32.79
peak11997	chr9	62440927	62449471	.	8545	55.51	61.42	57.1	46.6	49.76	54.28	58.27	52.22	72.3	87.5	80.75	66.8	83.79	81.95	83.16	68.98
peak11998	chr9	62565337	62570074	.	4738	44.41	38.28	39.97	35.58	36.19	36.77	41.75	42.58	17.15	16.67	20.8	13.82	21.51	25.13	22.57	22.62
peak11999	chr9	62578521	62590006	.	11486	181.91	209.18	187.63	195.71	207.18	216.26	202.64	229.75	137.24	116.67	111.34	101.36	133.6	163.91	148.5	121
peak12000	chr9	62599594	62605280	.	5687	58.08	63.2	58.74	61	54.28	58.66	63.49	73.91	62.49	65.63	52.61	61.05	63.41	64.47	53.46	68.98
