peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8
peak14428	chr11	23940585	23942460	.	1876	20.5	23.14	28.55	27.11	17.19	20.14	26.96	19.28
peak14429	chr11	23958566	23965423	.	6858	88.82	81.89	75.05	88.11	100.43	79.67	97.41	95.59
peak14430	chr11	24379414	24384858	.	5445	70.03	48.96	62	61.85	58.81	56.91	52.18	49
peak14431	chr11	24393308	24395279	.	1972	28.18	17.8	27.74	24.57	16.29	29.77	23.48	28.12
peak14432	chr11	24495518	24500657	.	5140	30.75	33.83	26.92	26.26	27.14	31.52	37.4	38.56
peak14433	chr11	24524146	24531308	.	7163	58.08	64.09	70.16	59.3	49.76	57.79	53.92	49
peak14434	chr11	24559746	24567447	.	7702	58.08	65.87	61.18	52.53	49.76	51.66	46.96	41.77
peak14435	chr11	24588644	24662786	.	74143	423.61	386.32	416.04	396.5	383.61	359.84	360.93	383.18
peak14436	chr11	24666748	24724090	.	57343	151.17	156.66	157.44	143.18	163.76	136.58	132.2	148.61
peak14437	chr11	24729029	24744090	.	15062	60.64	44.51	41.6	48.29	47.95	48.15	57.4	40.17
peak14438	chr11	24744664	24755462	.	10799	23.91	31.15	35.89	38.97	24.43	34.15	27.83	26.51
peak14439	chr11	24756597	24800462	.	43866	266.46	243.9	231.68	247.39	252.42	228.51	199.16	246.62
peak14440	chr11	24802542	24838602	.	36061	295.5	253.69	284.7	301.61	270.52	265.29	246.13	261.88
peak14441	chr11	24841659	24924191	.	82533	672.99	663.15	638.75	698.95	633.32	612.87	665.33	623.37
peak14442	chr11	24926421	24962544	.	36124	248.53	237.67	234.13	266.87	226.18	206.63	240.04	237.78
peak14443	chr11	24963700	25058071	.	94372	524.38	575.03	511.49	554.92	507.56	513.94	532.26	484.4
peak14444	chr11	25059959	25085252	.	25294	180.2	174.47	184.36	152.5	152	153.22	166.11	146.2
peak14445	chr11	25086535	25099651	.	13117	89.67	94.35	80.76	74.55	73.28	77.92	66.97	80.33
peak14446	chr11	25100637	25115232	.	14596	81.99	77.44	84.02	67.78	76.9	61.29	77.4	89.17
peak14447	chr11	25115764	25125706	.	9943	58.93	62.31	56.29	50.83	50.67	45.53	49.57	50.61
peak14448	chr11	25128779	25131714	.	2936	16.23	11.57	11.42	21.18	14.48	7.88	16.52	12.05
peak14449	chr11	25145480	25148819	.	3340	12.81	15.13	16.32	21.18	18.09	17.51	17.39	17.67
peak14450	chr11	25151928	25167958	.	16031	114.44	130.85	118.29	126.23	114.9	107.69	117.41	112.46
peak14451	chr11	25169415	25173125	.	3711	18.79	15.13	15.5	19.49	19.9	13.13	11.31	24.1
peak14452	chr11	25181645	25224386	.	42742	316	326.68	290.41	310.93	290.42	254.78	295.7	293.21
peak14453	chr11	25233434	25246332	.	12899	57.22	52.52	59.55	45.75	39.81	63.91	46.09	43.38
peak14454	chr11	25250749	25259050	.	8302	29.89	32.94	38.34	25.42	25.33	35.9	30.44	36.15
peak14455	chr11	25262236	25269013	.	6778	30.75	22.25	22.84	27.96	33.48	24.51	32.18	31.33
peak14456	chr11	25289955	25294426	.	4472	13.66	15.13	14.68	13.56	8.14	22.76	18.26	12.05
peak14457	chr11	25304193	25323574	.	19382	87.11	74.77	74.23	68.62	56.09	60.41	70.45	79.53
peak14458	chr11	25328506	25352468	.	23963	119.57	117.5	90.55	99.12	87.76	102.44	81.75	99.61
peak14459	chr11	25358203	25589954	.	231752	1936.98	1951.18	1841.19	1878.27	1794.09	1835.12	1862.92	1842.81
peak14460	chr11	25591609	25830647	.	239039	2122.3	2141.67	2111.21	2137.52	1996.75	1887.65	1994.24	2118.35
peak14461	chr11	25833382	25838740	.	5359	28.18	18.69	20.39	20.33	17.19	25.39	18.26	20.89
peak14462	chr11	25848535	25856115	.	7581	21.35	23.14	13.87	21.18	12.67	15.76	13.05	18.48
peak14463	chr11	25871912	25887485	.	15574	74.3	91.68	74.23	78.79	66.05	65.66	79.14	62.66
peak14464	chr11	25888245	25891876	.	3632	23.91	21.36	22.03	11.86	19.9	20.14	17.39	20.08
peak14465	chr11	25905807	25938068	.	32262	237.42	241.23	234.13	243.15	218.95	212.75	211.34	200.83
peak14466	chr11	25942811	25951389	.	8579	56.37	59.64	56.29	53.37	39.81	46.4	52.18	48.2
peak14467	chr11	25953281	25976951	.	23671	213.51	210.07	196.6	205.03	206.28	189.99	197.42	180.75
peak14468	chr11	26024523	26039786	.	15264	111.03	109.49	91.37	99.12	74.19	88.43	93.93	92.38
peak14469	chr11	26170870	26176057	.	5188	55.51	62.31	66.89	69.47	55.19	59.54	58.27	59.45
peak14470	chr11	26221555	26226827	.	5273	61.49	53.41	73.42	69.47	69.66	79.67	50.44	60.25
peak14471	chr11	26256933	26263182	.	6250	29.04	28.48	31.81	22.03	37.09	28.89	31.31	35.35
peak14472	chr11	26301312	26304870	.	3559	25.62	31.15	22.84	31.35	29.86	35.02	28.7	25.71
peak14473	chr11	26358850	26360627	.	1778	18.79	16.02	9.79	14.4	17.19	11.38	17.39	19.28
peak14474	chr11	26364280	26370146	.	5867	76.86	66.76	64.45	68.62	68.76	59.54	68.71	76.32
peak14475	chr11	26426118	26433109	.	6992	73.45	72.1	81.58	92.35	91.38	75.3	77.4	73.91
peak14476	chr11	26461568	26467861	.	6294	87.11	80.11	96.26	110.14	89.57	107.69	100.02	88.36
peak14477	chr11	26504346	26508727	.	4382	30.75	34.72	30.18	28.81	31.67	27.14	30.44	29.72
peak14478	chr11	26523767	26528083	.	4317	33.31	29.37	39.16	27.96	37.09	25.39	39.14	29.72
peak14479	chr11	26552549	26564531	.	11983	131.52	125.51	131.34	133.01	152.9	123.45	116.54	122.91
peak14480	chr11	26627578	26635217	.	7640	105.9	105.93	101.97	91.5	95.9	109.44	106.1	106.84
peak14481	chr11	26641572	26648492	.	6921	57.22	55.19	44.05	63.54	48.86	49.03	51.31	40.17
peak14482	chr11	26667538	26675648	.	8111	98.22	80.11	92.18	91.5	76	109.44	98.28	101.22
peak14483	chr11	26695705	26702635	.	6931	41.85	49.85	39.97	33.04	33.48	46.4	37.4	37.76
peak14484	chr11	26732049	26747373	.	15325	154.58	170.02	159.89	146.57	166.47	167.23	161.77	166.29
peak14485	chr11	26836555	26843167	.	6613	50.39	51.63	46.5	36.43	47.95	50.78	46.96	48.2
peak14486	chr11	26855881	26881259	.	25379	223.76	218.97	252.07	242.3	218.04	210.13	181.77	193.6
peak14487	chr11	26884431	26923240	.	38810	324.54	331.13	318.15	340.58	291.33	281.92	291.35	279.55
peak14488	chr11	26927598	26931052	.	3455	27.33	13.35	24.47	16.1	24.43	12.26	12.18	16.07
peak14489	chr11	27001313	27215262	.	213950	2852.51	2783.46	2833.98	2911.87	2816.44	2788.57	2850.04	2872.66
peak14490	chr11	27222194	28379113	.	1156920	18731.79	18571.86	18453.48	18854.7	18810.38	18953.52	19014.46	18831.36
peak14491	chr11	28380100	28579088	.	198989	1950.64	1954.74	1887.69	1915.55	1926.18	1892.03	1840.31	1850.84
peak14492	chr11	28589343	28606625	.	17283	127.25	116.61	114.21	108.44	106.76	112.07	114.8	109.25
peak14493	chr11	28615934	28811265	.	195332	2010.42	2036.64	2061.45	2023.14	2023.9	2073.26	1971.63	2099.07
peak14494	chr11	28813096	28851029	.	37934	392.86	388.1	358.12	332.11	374.56	318.69	400.94	380.77
peak14495	chr11	28857921	29037493	.	179573	1826.8	1888.87	1921.13	1816.42	1783.24	1836.87	1931.63	1834.78
peak14496	chr11	29043290	29074606	.	31317	256.21	272.38	267.57	267.72	251.52	246.02	248.74	261.88
peak14497	chr11	29077290	29089376	.	12087	142.63	148.65	159.89	145.72	133	146.21	140.89	138.97
peak14498	chr11	29099644	29101787	.	2144	19.64	16.91	21.21	22.87	19.9	11.38	16.52	9.64
peak14499	chr11	29106211	29111757	.	5547	54.66	53.41	48.13	53.37	58.81	46.4	45.22	51.41
peak14500	chr11	29124683	29129769	.	5087	56.37	79.22	61.18	48.29	65.14	65.66	62.62	56.23
peak14501	chr11	29164466	29166419	.	1954	20.5	28.48	35.89	18.64	18.09	19.26	18.26	21.69
peak14502	chr11	29251770	29255450	.	3681	42.7	35.61	35.89	35.58	41.62	49.03	50.44	27.31
peak14503	chr11	29259096	29265637	.	6542	74.3	71.21	82.39	72.86	90.47	70.04	63.49	69.89
peak14504	chr11	29280623	29283759	.	3137	29.04	32.94	20.39	33.89	33.48	24.51	28.7	30.53
peak14505	chr11	29288255	29291297	.	3043	23.91	32.94	29.37	27.11	26.24	29.77	29.57	33.74
peak14506	chr11	29303812	29307662	.	3851	40.14	40.06	35.89	38.97	31.67	31.52	37.4	36.15
peak14507	chr11	29325928	29331956	.	6029	84.55	69.43	73.42	70.32	81.43	80.55	78.27	69.89
peak14508	chr11	29438122	29444831	.	6710	99.92	80.11	88.1	98.28	74.19	98.06	82.62	103.63
peak14509	chr11	29547531	29548527	.	997	6.83	8.9	8.97	5.93	5.43	7.88	4.35	8.84
peak14510	chr11	29580685	29592390	.	11706	142.63	132.63	149.29	130.47	149.28	139.21	127.85	145.4
peak14511	chr11	29655571	29657921	.	2351	28.18	22.25	28.55	27.96	26.24	17.51	23.48	32.13
peak14512	chr11	29842218	29844485	.	2268	26.48	31.15	36.71	28.81	28.95	33.27	29.57	32.13
peak14513	chr11	29938511	29940773	.	2263	25.62	19.58	13.05	18.64	20.81	13.13	22.61	21.69
peak14514	chr11	29958795	29968754	.	9960	108.46	109.49	100.34	108.44	99.52	121.7	112.19	106.04
peak14515	chr11	29976156	29980165	.	4010	40.99	53.41	52.21	60.15	72.38	68.29	68.71	52.22
peak14516	chr11	30000878	30003738	.	2861	31.6	33.83	37.53	41.51	35.28	40.27	41.75	32.13
peak14517	chr11	30033958	30039848	.	5891	58.93	46.29	54.66	49.99	51.57	53.41	50.44	53.02
peak14518	chr11	30060819	30073693	.	12875	157.14	148.65	136.23	149.11	140.23	148.84	160.9	180.75
peak14520	chr11	30309786	30319971	.	10186	117.86	123.73	135.42	121.15	121.23	115.57	121.76	137.37
peak14521	chr11	30374247	30391323	.	17077	140.92	134.41	149.29	135.55	141.14	139.21	146.11	119.69
peak14522	chr11	30393998	30403679	.	9682	69.18	65.87	87.29	77.94	80.52	68.29	76.53	68.28
peak14523	chr11	30407736	30423432	.	15697	204.97	182.48	173.76	205.87	211.71	185.61	173.07	204.04
peak14524	chr11	30428958	30439078	.	10121	69.18	64.09	67.71	71.17	78.71	67.42	68.71	78.73
peak14525	chr11	30458598	30465756	.	7159	71.74	64.98	64.45	63.54	49.76	58.66	65.23	57.84
peak14526	chr11	30474938	30501564	.	26627	188.74	210.07	213.73	199.94	219.85	189.11	222.65	197.62
peak14527	chr11	30504652	30515436	.	10785	81.99	71.21	68.52	89.8	87.76	80.55	83.49	93.99
peak14528	chr11	30525906	30528017	.	2112	15.37	19.58	19.58	8.47	16.29	11.38	10.44	18.48
peak14529	chr11	30531294	30547102	.	15809	185.33	185.15	197.42	198.25	178.23	196.99	184.38	175.12
peak14530	chr11	30560350	30575171	.	14822	100.78	103.26	118.29	105.05	114	105.06	101.76	93.18
peak14531	chr11	30579116	30589340	.	10225	128.96	110.38	128.89	118.61	118.52	105.94	127.85	126.12
peak14532	chr11	30663753	30666036	.	2284	18.79	26.7	27.74	22.03	20.81	23.64	18.26	19.28
peak14533	chr11	30715322	30729035	.	13714	107.61	129.96	110.13	105.9	113.09	94.56	109.58	115.68
peak14534	chr11	30735800	30741118	.	5319	52.95	48.96	53.84	55.07	38.9	43.78	43.49	45.79
peak14535	chr11	30868266	30870253	.	1988	18.79	24.03	17.95	22.87	19.9	19.26	12.18	19.28
peak14536	chr11	30901891	30907157	.	5267	69.18	69.43	75.05	72.01	77.81	74.42	54.79	73.91
peak14537	chr11	30968551	30971703	.	3153	40.99	29.37	35.08	37.28	31.67	35.9	40.88	29.72
peak14538	chr11	31009057	31017131	.	8075	122.98	121.95	105.23	127.93	117.62	121.7	113.93	114.87
peak14539	chr11	31026351	31045279	.	18929	206.68	202.95	188.44	214.34	207.18	210.13	208.73	228.14
peak14540	chr11	31050497	31054913	.	4417	31.6	41.84	36.71	37.28	31.67	31.52	38.27	36.15
peak14541	chr11	31073738	31074938	.	1201	17.08	14.24	20.39	13.56	22.62	21.01	17.39	19.28
peak14542	chr11	31120407	31135996	.	15590	152.87	145.98	139.5	123.69	123.95	154.97	136.54	113.27
peak14543	chr11	31149791	31158324	.	8534	102.49	103.26	93	94.89	108.57	104.19	88.71	99.61
peak14544	chr11	31173285	31190651	.	17367	191.31	163.79	210.47	198.25	202.66	195.24	185.25	179.94
peak14545	chr11	31208793	31216248	.	7456	66.62	76.55	71.79	84.72	66.95	78.8	76.53	69.89
peak14546	chr11	31255245	31258581	.	3337	25.62	21.36	20.39	22.87	19	20.14	15.65	18.48
peak14547	chr11	31305797	31317061	.	11265	119.57	106.82	120.73	112.68	132.09	101.56	100.89	95.59
peak14548	chr11	31331976	31339302	.	7327	64.91	67.65	84.02	75.4	62.43	74.42	82.62	70.69
peak14550	chr11	31403525	31464499	.	60975	604.66	548.33	544.12	610.84	550.98	587.48	568.79	543.04
peak14551	chr11	31512533	31514824	.	2292	17.08	14.24	13.87	15.25	19	7	17.39	14.46
peak14552	chr11	31532684	31540160	.	7477	70.03	71.21	81.58	80.49	61.52	73.54	78.27	64.27
peak14553	chr11	31546067	31550485	.	4419	27.33	30.26	33.45	35.58	27.14	28.02	40.88	33.74
peak14554	chr11	31596486	31599757	.	3272	23.06	24.03	27.74	21.18	24.43	26.27	28.7	20.08
peak14555	chr11	31651829	31654033	.	2205	36.72	36.5	31	28.81	30.76	29.77	21.74	24.9
peak14556	chr11	31773872	31776824	.	2953	31.6	26.7	20.39	28.81	23.52	28.02	33.92	32.94
peak14558	chr11	31979532	31981646	.	2115	37.58	35.61	40.79	35.58	43.43	41.15	46.09	29.72
peak14559	chr11	32006606	32007842	.	1237	7.69	8.9	12.24	6.78	8.14	8.76	10.44	10.44
peak14560	chr11	32114556	32115663	.	1108	20.5	25.81	24.47	15.25	22.62	18.39	25.22	32.13
peak14561	chr11	32770870	32777997	.	7128	58.93	65.87	95.44	56.76	63.33	60.41	62.62	63.46
peak14563	chr11	32871822	32880360	.	8539	67.47	72.1	64.45	74.55	73.28	65.66	69.58	57.84
peak14564	chr11	33062499	33068681	.	6183	52.1	41.84	48.95	48.29	37.09	35.9	52.18	57.04
peak14565	chr11	33285226	33286419	.	1194	17.08	18.69	10.6	15.25	16.29	9.63	20	13.66
peak14567	chr11	33514124	33516438	.	2315	52.1	53.41	55.47	53.37	48.86	44.65	35.66	49
peak14568	chr11	33560847	33563427	.	2581	20.5	32.04	23.66	16.1	20.81	14.88	22.61	24.1
peak14569	chr11	33874697	33877112	.	2416	39.29	33.83	44.87	35.58	36.19	27.14	41.75	35.35
peak14570	chr11	33881608	33883440	.	1833	10.25	24.03	13.05	14.4	16.29	15.76	12.18	16.87
peak14571	chr11	33897304	33901606	.	4303	54.66	80.11	90.55	85.57	70.57	78.8	76.53	69.09
peak14572	chr11	33906071	33910663	.	4593	56.37	53.41	61.18	58.46	66.95	59.54	54.79	59.45
peak14573	chr11	34014065	34019951	.	5887	81.13	59.64	61.18	72.86	58.81	77.92	73.93	61.86
peak14574	chr11	34160631	34162224	.	1594	11.1	23.14	22.03	13.56	18.09	20.14	16.52	27.31
peak14575	chr11	34241007	34248322	.	7316	50.39	44.51	42.42	58.46	50.67	51.66	41.75	46.59
peak14576	chr11	34490859	34494117	.	3259	6.83	6.23	4.08	6.78	4.52	8.76	4.35	6.43
peak14577	chr11	34537952	34544161	.	6210	50.39	41.84	44.87	38.97	47.95	47.28	41.75	41.77
peak14578	chr11	34682707	34684166	.	1460	11.1	8.01	17.13	5.93	5.43	12.26	9.57	8.03
peak14579	chr11	34690454	34693101	.	2648	11.96	0.89	2.45	1.69	2.71	5.25	1.74	4.02
peak14580	chr11	34747375	34753138	.	5764	47.83	50.74	63.63	68.62	56.09	60.41	53.05	39.36
peak14581	chr11	34850125	34855976	.	5852	72.59	83.67	69.34	73.71	72.38	83.18	71.32	77.12
peak14582	chr11	34918974	34928189	.	9216	121.27	116.61	113.39	116.07	125.76	104.19	128.72	89.17
peak14583	chr11	34950432	34957221	.	6790	62.35	56.08	62	55.92	43.43	56.03	47.83	52.22
peak14584	chr11	34987103	34993868	.	6766	43.56	46.29	53.84	51.68	51.57	54.28	43.49	49.81
peak14585	chr11	35158699	35175685	.	16987	64.05	59.64	44.87	52.53	72.38	62.16	55.66	69.09
peak14586	chr11	35190534	35202839	.	12306	46.97	27.59	39.16	36.43	47.95	49.03	41.75	40.17
peak14587	chr11	35207328	35220896	.	13569	72.59	52.52	62.81	64.39	61.52	63.04	72.19	53.02
peak14588	chr11	35226153	35254098	.	27946	140.92	153.1	123.18	125.39	127.57	132.21	149.59	169.5
peak14589	chr11	35255165	35296233	.	41069	182.77	172.69	168.86	160.97	198.14	181.24	210.47	208.06
peak14590	chr11	35298592	35331141	.	32550	122.13	124.62	128.89	116.07	143.85	173.36	155.68	146.2
peak14591	chr11	35331633	35389247	.	57615	223.76	213.63	235.76	234.68	237.95	226.76	214.82	231.36
peak14592	chr11	35392188	35409433	.	17246	31.6	28.48	37.53	32.19	23.52	30.64	28.7	32.94
peak14594	chr11	35478202	35484029	.	5828	25.62	18.69	17.95	16.94	18.09	12.26	27.83	21.69
peak14595	chr11	35579340	35589337	.	9998	15.37	19.58	23.66	20.33	23.52	18.39	17.39	16.07
peak14599	chr11	36019891	37233011	.	1213121	19298.88	19229.67	19175.44	19418.94	20104.15	19912.23	20124.21	20212.26
peak14600	chr11	37238285	40588959	.	3350675	54709.33	54301.14	53458.9	55111.97	55864.76	55849.33	55956.25	56440.25
peak14601	chr11	40589450	40594940	.	5491	31.6	27.59	31.81	37.28	34.38	38.52	48.7	44.18
peak14602	chr11	40607917	40614257	.	6341	38.43	32.04	37.53	37.28	35.28	41.15	37.4	33.74
peak14603	chr11	40624653	40645035	.	20383	200.7	213.63	205.57	183	181.85	193.49	214.82	204.04
peak14604	chr11	40658163	40666994	.	8832	83.7	92.57	75.87	72.01	82.33	77.05	80.88	87.56
peak14606	chr11	40698706	40701750	.	3045	22.21	32.94	38.34	41.51	41.62	42.03	26.96	41.77
peak14607	chr11	40794692	40813474	.	18783	198.99	196.72	183.55	167.75	206.28	181.24	184.38	200.03
peak14608	chr11	40817002	40825738	.	8737	56.37	71.21	67.71	59.3	66.95	58.66	66.97	68.28
peak14609	chr11	40828581	40923580	.	95000	1134.17	1098.43	1121.68	1118.32	1135.44	1176.72	1121.06	1093.31
peak14610	chr11	40929747	42179415	.	1249669	20749.9	20673.48	20396.64	21015.09	21013.41	21293.82	21321.8	21698.4
peak14611	chr11	42184409	42418510	.	234102	3524.65	3473.32	3432.75	3455.78	3613.52	3477.61	3539.72	3588.42
peak14612	chr11	42423969	43150885	.	726917	10311.75	10144.91	10306.41	10240.25	10548.32	10501.13	10383.46	10712.23
peak14613	chr11	43154764	43168041	.	13278	76.86	80.11	87.29	91.5	88.66	91.93	94.8	97.2
peak14614	chr11	43168550	43183961	.	15412	100.78	92.57	89.73	92.35	104.04	100.69	86.1	100.41
peak14615	chr11	43187085	43198356	.	11272	99.92	90.79	91.37	72.01	92.28	101.56	77.4	100.41
peak14616	chr11	43227386	43232826	.	5441	22.21	22.25	17.95	22.03	28.95	28.89	22.61	24.1
peak14618	chr11	43282473	43287589	.	5117	39.29	42.73	39.16	33.04	41.62	48.15	33.92	35.35
peak14619	chr11	43293218	43296537	.	3320	59.78	48.07	72.6	72.01	63.33	61.29	45.22	54.63
peak14620	chr11	43304497	43310271	.	5775	70.03	71.21	73.42	70.32	67.86	75.3	72.19	92.38
peak14621	chr11	43327908	43329640	.	1733	17.93	17.8	18.76	16.94	11.76	16.64	20.87	21.69
peak14622	chr11	43426926	43430239	.	3314	17.08	11.57	9.79	18.64	11.76	13.13	18.26	7.23
peak14623	chr11	43455099	43461745	.	6647	101.63	95.24	93	83.87	106.76	100.69	101.76	90.77
peak14624	chr11	43659681	43663759	.	4079	61.49	52.52	55.47	54.22	70.57	59.54	58.27	58.64
peak14625	chr11	44035653	44037514	.	1862	33.31	28.48	38.34	43.21	38.9	33.27	26.96	22.49
peak14626	chr11	44306542	44312355	.	5814	74.3	74.77	62.81	74.55	72.38	60.41	68.71	56.23
peak14627	chr11	44359867	44361412	.	1546	11.96	8.9	10.6	11.86	16.29	8.76	14.79	11.25
peak14628	chr11	44384585	44388453	.	3869	20.5	26.7	22.84	22.87	29.86	21.89	28.7	24.9
peak14630	chr11	45093266	45104796	.	11531	120.42	106.82	119.1	101.67	114	99.81	126.98	130.14
peak14631	chr11	45126269	45147116	.	20848	111.88	109.49	110.94	95.73	124.85	105.06	103.5	105.23
peak14632	chr11	45153636	45173511	.	19876	96.51	89.01	91.37	76.25	100.43	98.06	87.84	93.18
peak14633	chr11	45182215	45318058	.	135844	860.88	866.11	863.08	842.98	968.97	925.44	890.58	887.67
peak14634	chr11	45320414	45492341	.	171928	1468.96	1499.88	1456.96	1515.66	1539.86	1541.81	1472.42	1554.42
peak14635	chr11	45493028	45535510	.	42483	259.63	259.92	240.65	241.46	264.18	239.02	252.22	230.55
peak14636	chr11	45540681	45564421	.	23741	108.46	94.35	94.63	99.12	104.04	109.44	115.67	107.64
peak14637	chr11	45567080	45573002	.	5923	40.99	40.06	40.79	44.9	37.09	47.28	26.96	37.76
peak14638	chr11	45575592	45591794	.	16203	155.44	142.42	152.55	144.87	157.42	152.34	156.55	164.68
peak14639	chr11	45598128	45621448	.	23321	277.56	281.28	262.68	279.58	278.66	269.66	275.7	285.98
peak14640	chr11	45648110	45655841	.	7732	58.93	54.3	44.05	47.44	45.24	56.91	63.49	44.99
peak14641	chr11	45659228	45662581	.	3354	31.6	41.84	31	38.97	31.67	29.77	36.53	33.74
peak14642	chr11	45691145	45694607	.	3463	23.06	13.35	23.66	21.18	19	24.51	19.13	24.9
peak14643	chr11	45724942	45731936	.	6995	86.26	86.34	74.23	76.25	87.76	91.93	76.53	83.54
peak14644	chr11	45743986	45745178	.	1193	17.93	14.24	19.58	12.71	14.48	27.14	17.39	12.85
peak14645	chr11	45756927	45763979	.	7053	103.34	104.15	93.81	98.28	96.81	79.67	91.32	93.18
peak14646	chr11	45769115	45776880	.	7766	85.4	80.11	91.37	75.4	95.9	90.18	77.4	82.74
peak14649	chr11	45995146	45999496	.	4351	32.45	39.17	41.6	35.58	41.62	36.77	33.05	38.56
peak14650	chr11	46006217	46013986	.	7770	87.97	62.31	73.42	72.86	62.43	76.17	78.27	59.45
peak14652	chr11	46412594	46414302	.	1709	18.79	13.35	18.76	10.17	14.48	15.76	10.44	16.07
peak14655	chr11	46492813	46504982	.	12170	132.38	137.97	136.23	145.72	161.04	129.58	150.46	143.79
peak14656	chr11	46513414	46515179	.	1766	20.5	10.68	18.76	19.49	18.09	12.26	16.52	18.48
peak14657	chr11	46598767	46605185	.	6419	66.62	78.33	70.16	74.55	83.24	72.67	73.06	81.94
peak14658	chr11	46721920	46727321	.	5402	87.11	65.87	78.31	72.01	74.19	77.92	76.53	69.89
peak14659	chr11	46759954	46766850	.	6897	74.3	91.68	84.02	72.01	68.76	79.67	82.62	90.77
peak14660	chr11	46881015	46884005	.	2991	32.45	14.24	16.32	16.1	23.52	20.14	20.87	19.28
peak14661	chr11	46891576	46900352	.	8777	40.99	52.52	37.53	30.5	35.28	40.27	41.75	37.76
peak14662	chr11	46901263	46933928	.	32666	277.56	253.69	270.83	284.66	256.95	305.56	268.74	275.54
peak14663	chr11	46935582	47988122	.	1052541	12214.57	11921.63	11715.24	11996.52	11992.28	12133.13	12215.07	12130.09
peak14664	chr11	47991908	48564208	.	572301	6675.22	6501.57	6440.49	6550.64	6819.9	6791.5	6980.29	6714.12
peak14665	chr11	48566020	48577214	.	11195	74.3	89.01	77.5	58.46	78.71	72.67	81.75	77.12
peak14667	chr11	48609019	48614369	.	5351	23.91	36.5	21.21	29.65	27.14	35.9	16.52	23.3
peak14668	chr11	48624184	48628715	.	4532	40.99	48.07	33.45	27.11	29.86	41.15	43.49	37.76
peak14669	chr11	48699389	48701988	.	2600	20.5	24.03	29.37	22.03	34.38	34.15	20.87	26.51
peak14670	chr11	48716346	48722473	.	6128	83.7	75.66	65.26	77.94	78.71	95.43	84.36	67.48
peak14671	chr11	48739310	48746658	.	7349	72.59	75.66	74.23	66.08	71.47	59.54	62.62	73.91
peak14672	chr11	48886308	48887563	.	1256	11.1	13.35	7.34	6.78	8.14	10.51	10.44	16.07
peak14673	chr11	48929705	48933183	.	3479	34.16	28.48	35.89	27.11	39.81	30.64	32.18	26.51
peak14674	chr11	48951958	48956687	.	4730	46.97	40.95	57.1	50.83	53.38	48.15	45.22	42.58
peak14675	chr11	49023997	49029429	.	5433	39.29	47.18	51.39	38.97	55.19	43.78	58.27	49.81
peak14677	chr11	49165170	49167790	.	2621	35.02	43.62	42.42	41.51	49.76	49.91	58.27	53.02
peak14679	chr11	49227224	49229782	.	2559	11.1	10.68	13.87	12.71	19	18.39	10.44	16.07
peak14680	chr11	49312306	49314544	.	2239	48.68	56.97	51.39	52.53	47.95	42.9	51.31	44.18
peak14681	chr11	49343130	49352337	.	9208	95.65	86.34	103.6	87.26	93.19	91.93	84.36	113.27
peak14682	chr11	49355352	49371149	.	15798	157.14	129.07	128.08	122.85	137.52	151.47	113.06	144.6
peak14683	chr11	49384786	49391967	.	7182	62.35	62.31	67.71	76.25	66.05	83.18	65.23	58.64
