peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K4me3_Rep1_S1	Naive_P14_Day30_H3K4me3_Rep2_S2	Naive_P14_Day30_H3K4me3_Rep3_S3	Naive_P14_Day30_H3K4me3_Rep4_S4	Naive_P14_Day32_H3K4me3_Rep1_S9	Naive_P14_Day32_H3K4me3_Rep2_S10	Naive_P14_Day32_H3K4me3_Rep3_S11	Naive_P14_Day32_H3K4me3_Rep4_S12	Arm_P14_Day30_H3K4me3_Rep1_S5
peak33404	chr11	118461541	118463704	.	2164	34.35	42.07	38.92	46.35	30.24	28.8	22.34	22.9	31.97
peak33406	chr11	118476205	118478289	.	2085	383.1	353.64	370.48	370.83	451.94	425.25	401.19	422.17	339.68
peak33407	chr11	118503334	118504659	.	1326	67.67	72.78	49.81	68.43	49.26	42.19	29.49	32.83	19.98
peak33408	chr11	118608880	118610935	.	2056	86.41	87.56	88.73	88.29	84.69	64.96	70.59	60.31	221.79
peak33411	chr11	118738690	118740381	.	1692	39.56	31.84	37.36	43.04	22.47	13.39	22.34	15.27	182.83
peak33412	chr11	118743756	118745653	.	1898	67.67	72.78	74.72	71.74	29.38	38.84	38.42	33.59	163.85
peak33413	chr11	118975210	118976616	.	1407	113.47	104.62	115.19	110.37	96.78	117.19	100.07	124.44	122.89
peak33414	chr11	118980324	118981837	.	1514	104.1	123.95	132.31	136.85	90.73	89.74	85.78	95.43	149.86
peak33415	chr11	118992255	118994330	.	2076	149.91	151.24	119.86	142.37	118.39	113.18	99.18	107.64	86.92
peak33416	chr11	118998364	119000254	.	1891	77.04	60.27	73.16	78.36	42.34	55.58	36.63	54.97	55.95
peak33417	chr11	119005313	119006530	.	1218	117.64	104.62	99.62	108.16	85.55	94.42	83.1	87.03	75.93
peak33418	chr11	119021869	119024522	.	2654	331.05	352.51	317.55	344.34	445.03	431.94	409.23	436.68	294.73
peak33419	chr11	119033872	119036059	.	2188	158.24	150.1	132.31	158.93	100.24	95.76	78.63	90.85	88.92
peak33420	chr11	119039988	119043994	.	4007	676.68	650.43	642.88	664.4	726.74	740.66	704.1	744.34	636.41
peak33421	chr11	119046615	119048780	.	2166	299.82	324.08	305.1	306.82	288.62	332.83	302.01	318.35	265.75
peak33422	chr11	119052938	119057841	.	4904	954.63	948.36	885.72	955.77	1194.24	1150.51	1124.05	1214.61	801.25
peak33423	chr11	119075312	119077099	.	1788	149.91	162.61	172.78	160.03	104.56	123.89	114.37	109.93	100.91
peak33424	chr11	119082814	119086878	.	4065	636.07	645.89	551.04	658.88	794.14	842.46	797.02	810.76	635.41
peak33425	chr11	119087385	119088123	.	739	92.65	129.63	104.29	101.54	103.7	91.08	110.8	80.92	52.95
peak33426	chr11	119088466	119091955	.	3490	560.08	569.7	565.05	577.21	578.11	608.74	614.74	613.79	531.51
peak33427	chr11	119105472	119106625	.	1154	37.48	37.53	38.92	36.42	22.47	32.14	36.63	32.83	61.94
peak33428	chr11	119108235	119110142	.	1908	35.4	26.15	24.91	38.63	12.1	16.07	21.44	19.09	66.94
peak33430	chr11	119127690	119129235	.	1546	74.95	70.5	85.61	82.77	35.43	32.81	44.68	45.04	35.97
peak33431	chr11	119133237	119135254	.	2018	364.36	371.84	330	339.93	321.46	324.79	332.39	287.05	203.81
peak33432	chr11	119142290	119144279	.	1990	214.45	211.5	210.14	215.21	178.88	180.14	198.36	164.9	48.95
peak33433	chr11	119150324	119152042	.	1719	165.53	173.98	175.9	163.34	129.62	125.9	124.2	133.6	50.95
peak33434	chr11	119159213	119160871	.	1659	74.95	76.19	59.15	86.09	45.8	45.54	57.19	53.44	201.81
peak33436	chr11	119162606	119164900	.	2295	518.44	488.96	465.43	472.37	404.42	409.17	409.23	386.29	353.67
peak33437	chr11	119165354	119166780	.	1427	235.27	241.07	197.69	226.25	252.33	263.18	242.15	243.53	208.81
peak33438	chr11	119183569	119184798	.	1230	79.12	57.99	63.82	69.53	42.34	32.81	31.27	45.04	36.97
peak33439	chr11	119186678	119188108	.	1431	117.64	117.12	119.86	131.34	94.19	85.72	80.42	79.4	153.86
peak33440	chr11	119214956	119216301	.	1346	91.61	93.24	112.08	84.98	50.98	68.98	78.63	57.26	12.99
peak33441	chr11	119227187	119229537	.	2351	337.3	341.14	255.29	322.27	298.99	313.41	296.65	284.76	280.74
peak33442	chr11	119237575	119239176	.	1602	285.24	284.28	300.43	293.57	369.85	379.71	342.22	367.97	328.69
peak33443	chr11	119251996	119254042	.	2047	183.22	138.73	133.87	136.85	149.5	117.86	130.45	132.07	129.88
peak33444	chr11	119258134	119259675	.	1542	132.21	109.16	110.52	121.4	106.29	110.5	98.29	116.8	91.91
peak33445	chr11	119267375	119269192	.	1818	158.24	187.63	138.54	147.89	145.18	141.3	158.15	168.72	140.87
peak33446	chr11	119297834	119301056	.	3223	455.98	468.49	400.05	437.05	492.56	512.97	502.16	490.88	452.58
peak33448	chr11	119351647	119353450	.	1804	323.76	358.19	354.91	355.38	309.36	321.45	321.67	318.35	301.72
peak33449	chr11	119354047	119356614	.	2568	498.66	482.14	490.34	519.82	654.15	672.36	663.89	675.63	503.53
peak33451	chr11	119382064	119382797	.	734	69.75	69.36	73.16	75.05	42.34	38.17	51.82	44.28	21.98
peak33452	chr11	119384338	119385771	.	1434	294.61	301.34	292.64	290.26	246.28	240.41	264.48	216.81	197.82
peak33453	chr11	119389821	119395763	.	5943	1517.83	1536.25	1516.15	1532.98	1889.87	1895.86	1848.7	1896.34	1227.86
peak33454	chr11	119428304	119429426	.	1123	42.68	47.76	56.04	45.25	32.84	46.88	20.55	40.46	43.96
peak33455	chr11	119490124	119492569	.	2446	412.25	432.11	400.05	396.21	479.6	462.75	484.29	467.98	411.62
peak33457	chr11	119545796	119549915	.	4120	657.94	761.87	694.25	754.9	623.04	624.14	572.75	606.92	540.5
peak33458	chr11	119602015	119604394	.	2380	369.57	400.27	389.15	399.52	475.28	460.07	461.95	435.15	341.68
peak33459	chr11	119621554	119624031	.	2478	54.13	57.99	49.81	37.52	24.2	24.11	25.91	22.14	57.95
peak33461	chr11	119670391	119673040	.	2650	261.3	256.99	277.08	251.63	200.48	208.27	204.62	190.09	532.5
peak33462	chr11	119676535	119677994	.	1460	73.91	87.56	91.84	86.09	64.81	40.85	45.57	41.22	292.73
peak33463	chr11	119680543	119683153	.	2611	150.95	123.95	177.45	155.62	70	81.7	76.84	72.53	261.76
peak33466	chr11	119833033	119834873	.	1841	100.98	95.52	115.19	98.23	64.81	62.28	66.12	71.76	37.96
peak33467	chr11	119846648	119848420	.	1773	87.45	78.46	80.94	87.19	44.94	53.57	37.53	46.57	129.88
peak33468	chr11	119854714	119857308	.	2595	375.82	368.43	317.55	326.68	249.74	266.53	226.96	256.51	206.81
peak33469	chr11	119876333	119877915	.	1583	37.48	40.94	40.47	44.15	24.2	26.12	23.23	22.9	82.92
peak33470	chr11	119912624	119915258	.	2635	390.39	408.23	381.37	359.79	448.49	455.38	494.12	458.05	396.63
peak33471	chr11	119927963	119929403	.	1441	227.99	197.86	183.68	200.87	175.42	182.82	163.51	171.01	310.71
peak33474	chr11	119933407	119934936	.	1530	132.21	135.32	101.18	133.54	104.56	107.82	107.22	106.88	128.88
peak33475	chr11	119941560	119944878	.	3319	663.14	675.45	628.87	623.57	706.86	646.91	617.43	689.37	522.51
peak33479	chr11	120046722	120049229	.	2508	107.23	96.66	88.73	83.88	55.3	50.9	59.87	52.68	24.98
peak33480	chr11	120085217	120087458	.	2242	344.58	312.71	358.02	329.99	344.79	326.8	332.39	322.16	304.72
peak33481	chr11	120097664	120099985	.	2322	530.93	529.9	501.23	545.21	566.01	602.71	608.49	598.52	525.51
peak33482	chr11	120141998	120143479	.	1482	59.34	78.46	66.93	54.08	38.89	38.17	37.53	36.64	59.94
peak33483	chr11	120149260	120152083	.	2824	591.31	637.93	551.04	571.7	650.7	687.09	649.59	680.97	639.4
peak33485	chr11	120187884	120190701	.	2818	803.68	773.24	723.83	804.57	1062.89	1002.51	993.6	1007.72	663.38
peak33486	chr11	120231231	120232173	.	943	135.34	136.45	132.31	151.2	111.47	131.93	119.73	108.41	76.93
peak33487	chr11	120232422	120236075	.	3654	973.37	918.79	853.03	859.75	966.11	935.54	924.8	953.52	765.29
peak33488	chr11	120236290	120236905	.	616	103.06	100.07	96.51	112.57	116.66	110.5	125.99	121.38	37.96
peak33489	chr11	120237222	120238153	.	932	308.15	308.16	287.97	292.47	398.37	366.98	358.3	379.42	135.87
peak33490	chr11	120304539	120306231	.	1693	311.27	276.32	294.2	278.12	305.04	302.03	301.12	295.44	253.76
peak33491	chr11	120310286	120311743	.	1458	151.99	176.25	174.34	186.52	150.36	172.11	159.94	167.95	141.87
peak33492	chr11	120315328	120317513	.	2186	554.87	535.58	504.34	498.85	670.57	648.92	635.3	668.76	498.54
peak33493	chr11	120345119	120345879	.	761	73.91	73.91	80.94	88.29	48.39	79.69	73.27	62.6	82.92
peak33494	chr11	120346255	120348228	.	1974	282.12	228.56	227.27	239.49	372.44	368.99	361.88	354.23	254.76
peak33495	chr11	120348793	120350893	.	2101	420.58	426.42	404.72	391.8	624.77	639.54	657.63	617.61	386.64
peak33496	chr11	120353372	120354455	.	1084	178.02	168.29	203.92	173.27	196.16	188.85	184.96	208.41	237.78
peak33497	chr11	120377654	120379526	.	1873	263.38	268.36	286.42	269.29	324.92	309.39	350.26	308.42	273.75
peak33498	chr11	120435880	120438623	.	2744	363.32	343.41	351.8	339.93	375.9	337.52	367.24	350.41	356.67
peak33499	chr11	120457066	120459385	.	2320	426.83	370.7	378.26	416.08	534.04	540.43	521.82	522.94	413.61
peak33500	chr11	120466451	120468867	.	2417	513.23	495.78	476.33	486.71	645.51	615.43	631.72	645.86	511.52
peak33501	chr11	120483792	120485762	.	1971	375.82	407.09	404.72	369.73	499.47	504.27	570.07	516.07	385.64
peak33502	chr11	120491080	120493065	.	1986	492.41	474.18	462.32	528.65	604.9	573.91	622.79	631.35	524.51
peak33503	chr11	120509830	120512205	.	2376	188.43	238.8	180.57	229.56	203.07	187.51	180.49	187.8	210.8
peak33505	chr11	120547385	120550661	.	3277	298.78	314.98	291.09	311.23	304.18	290.64	293.97	258.8	264.75
peak33506	chr11	120571695	120574464	.	2770	762.04	777.79	750.29	759.32	833.03	890.67	910.5	868.78	796.26
peak33507	chr11	120579716	120583348	.	3633	452.85	474.18	504.34	471.26	585.88	580.61	586.15	589.36	405.62
peak33508	chr11	120596853	120599393	.	2541	245.69	236.52	269.3	237.29	224.68	251.8	241.25	259.56	275.74
peak33509	chr11	120599781	120601594	.	1814	234.23	231.97	222.6	257.15	213.44	182.15	179.6	184.75	204.81
peak33510	chr11	120616611	120618569	.	1959	282.12	259.26	250.62	271.5	305.04	331.49	302.9	327.51	242.77
peak33511	chr11	120623877	120625580	.	1704	215.5	206.96	213.26	209.7	265.29	277.25	271.63	275.6	228.79
peak33512	chr11	120627505	120631579	.	4075	553.83	542.41	479.44	513.2	568.6	620.79	581.68	529.05	506.53
peak33513	chr11	120632067	120634157	.	2091	270.67	286.55	325.33	293.57	324.05	311.4	316.31	296.97	292.73
peak33514	chr11	120641950	120644314	.	2365	365.4	366.15	375.15	342.13	367.26	347.56	360.09	406.9	404.62
peak33515	chr11	120647904	120648654	.	751	49.97	61.4	57.59	51.87	46.66	42.19	57.19	49.62	30.97
peak33516	chr11	120658851	120662254	.	3404	249.85	237.66	249.06	224.04	190.97	197.56	204.62	163.37	221.79
peak33517	chr11	120672343	120674247	.	1905	309.19	308.16	275.52	334.41	402.69	348.9	365.45	335.14	327.69
peak33518	chr11	120712710	120714822	.	2113	661.06	648.16	656.89	664.4	890.93	923.49	884.59	906.18	622.42
peak33519	chr11	120720399	120722510	.	2112	309.19	308.16	270.85	297.99	324.05	293.99	285.03	310.71	364.66
peak33520	chr11	120726679	120727746	.	1068	86.41	83.01	65.38	98.23	74.32	64.96	51.82	67.18	111.9
peak33521	chr11	120729286	120730241	.	956	48.93	42.07	40.47	36.42	29.38	32.14	25.02	33.59	76.93
peak33523	chr11	120775820	120776907	.	1088	54.13	47.76	49.81	56.29	40.61	46.21	48.25	40.46	40.96
peak33524	chr11	120783141	120785684	.	2544	201.96	179.67	208.59	198.66	203.94	206.93	201.94	199.25	141.87
peak33525	chr11	120794883	120797147	.	2265	178.02	208.09	228.82	218.52	217.76	230.37	202.83	211.47	220.79
peak33527	chr11	120822520	120826002	.	3483	571.53	596.99	527.69	556.24	675.76	660.3	634.4	635.93	521.51
peak33529	chr11	120850303	120852983	.	2681	94.73	81.87	70.05	105.95	54.44	57.59	49.14	41.99	42.96
peak33531	chr11	120931821	120933515	.	1695	205.08	175.12	189.91	179.9	188.38	171.44	184.07	192.38	207.81
peak33532	chr11	120947938	120949774	.	1837	309.19	317.26	286.42	323.37	355.16	340.2	324.35	349.65	331.69
peak33533	chr11	120950221	120951585	.	1365	185.3	191.04	177.45	185.41	187.52	174.79	174.24	173.3	235.78
peak33534	chr11	120959328	120960848	.	1521	31.23	21.61	35.8	27.59	17.28	19.42	16.98	16.03	89.92
peak33535	chr11	120988001	120991862	.	3862	661.06	635.65	610.19	679.85	671.43	664.99	670.14	683.26	614.43
peak33536	chr11	121019056	121020506	.	1451	82.24	90.97	68.49	93.81	57.9	87.06	60.76	70.23	124.88
peak33538	chr11	121026975	121028176	.	1202	26.03	25.02	23.35	36.42	18.15	18.75	24.13	16.03	59.94
peak33539	chr11	121032691	121034570	.	1880	183.22	217.19	183.68	196.45	125.3	149.34	129.56	118.33	107.9
peak33540	chr11	121037405	121040212	.	2808	660.02	640.2	580.62	623.57	744.89	758.08	747.88	744.34	659.39
peak33542	chr11	121063683	121064778	.	1096	39.56	38.66	46.7	51.87	37.16	26.79	25.02	30.54	69.93
peak33543	chr11	121082342	121083907	.	1566	326.89	375.25	362.69	377.45	334.42	332.83	340.43	355.76	452.58
peak33545	chr11	121100134	121101582	.	1449	35.4	32.98	38.92	35.32	27.65	24.78	21.44	33.59	34.97
peak33547	chr11	121134739	121136387	.	1649	85.37	72.78	79.39	64.01	27.65	34.82	27.7	27.48	59.94
peak33549	chr11	121203550	121205565	.	2016	382.06	383.21	305.1	379.66	426.02	428.59	437.83	438.2	362.66
peak33550	chr11	121227577	121229888	.	2312	383.1	384.35	364.25	386.28	547	506.95	520.92	567.22	399.63
peak33551	chr11	121236226	121238481	.	2256	729.77	732.31	680.24	718.48	1049.06	935.54	939.99	981.76	757.29
peak33552	chr11	121258514	121262254	.	3741	461.18	498.06	459.2	438.15	491.69	469.44	453.02	485.54	429.6
peak33554	chr11	121352666	121355638	.	2973	484.08	488.96	509.01	567.28	630.82	592	613.85	603.1	524.51
peak33555	chr11	121387091	121389019	.	1929	168.65	158.06	136.98	113.68	95.92	116.52	104.54	94.66	126.88
peak33556	chr11	121420456	121422723	.	2268	601.72	600.4	557.27	602.6	744.89	767.45	746.09	787.09	600.44
peak33557	chr11	121434007	121435753	.	1747	261.3	272.91	250.62	260.46	251.46	227.02	235	238.19	245.77
peak33558	chr11	121439044	121440938	.	1895	40.6	51.17	32.69	36.42	32.84	12.72	20.55	26.72	83.92
peak33559	chr11	121451413	121453304	.	1892	401.84	395.72	392.27	374.14	466.63	455.38	494.12	480.19	457.57
peak33562	chr11	121544766	121546372	.	1607	44.76	37.53	48.26	46.35	18.15	15.4	20.55	16.03	56.95
peak33563	chr11	121551019	121552816	.	1798	306.07	279.73	305.1	312.34	212.58	230.37	239.46	226.74	232.78
peak33564	chr11	121559131	121561034	.	1904	187.39	162.61	211.7	184.31	150.36	160.72	144.75	155.74	234.78
peak33565	chr11	121609991	121611230	.	1240	7.29	12.51	6.23	13.24	12.96	6.03	8.94	6.87	48.95
peak33566	chr11	121654820	121657295	.	2476	119.72	123.95	121.42	128.02	57.9	83.71	79.52	78.63	282.74
peak33567	chr11	121671804	121674235	.	2432	552.79	512.84	535.48	525.34	660.2	624.14	646.91	646.62	537.5
peak33568	chr11	121687650	121689384	.	1735	178.02	209.23	213.26	208.59	134.81	162.06	138.5	122.91	118.89
peak33570	chr11	121696936	121697969	.	1034	148.87	159.2	158.78	154.51	139.13	119.87	113.48	120.62	51.95
peak33571	chr11	121701649	121704521	.	2873	512.19	451.44	443.64	453.6	487.37	502.26	478.93	534.4	608.43
peak33572	chr11	121706078	121707148	.	1071	118.68	134.18	121.42	119.2	106.29	97.77	106.33	110.7	208.81
peak33573	chr11	121711731	121714271	.	2541	47.89	52.31	51.37	41.94	25.06	19.42	31.27	26.72	97.91
peak33574	chr11	121727642	121729617	.	1976	38.52	39.8	48.26	37.52	12.96	12.05	15.19	24.43	58.95
peak33575	chr11	121740118	121742120	.	2003	52.05	44.35	32.69	33.11	30.24	21.43	33.95	21.38	77.93
peak33576	chr11	121803836	121805358	.	1523	71.83	45.48	57.59	58.49	37.16	26.79	25.91	32.83	90.92
peak33577	chr11	121847042	121848884	.	1843	194.67	211.5	188.35	187.62	157.27	168.76	139.39	180.93	191.82
peak33581	chr12	3231804	3234183	.	2380	61.42	53.44	59.15	78.36	29.38	39.51	29.49	26.72	64.94
peak33582	chr12	3234823	3236512	.	1690	196.76	189.9	186.79	158.93	200.48	189.52	202.83	203.83	197.82
peak33583	chr12	3242254	3244221	.	1968	39.56	32.98	42.03	36.42	33.7	24.11	29.49	22.9	45.96
peak33584	chr12	3264034	3265690	.	1657	115.56	121.67	141.65	135.75	101.1	82.37	74.16	77.87	87.92
peak33585	chr12	3267548	3269195	.	1648	60.38	67.09	76.27	61.8	33.7	31.47	49.14	39.7	56.95
peak33587	chr12	3282399	3286822	.	4424	345.62	313.85	353.35	327.79	190.11	214.97	196.58	206.89	556.48
peak33589	chr12	3306356	3311047	.	4692	1368.97	1361.13	1330.91	1366.33	1798.27	1721.74	1730.76	1675.71	1342.75
peak33590	chr12	3321791	3323022	.	1232	52.05	51.17	49.81	41.94	26.79	32.14	38.42	38.17	36.97
peak33591	chr12	3338462	3340468	.	2007	85.37	96.66	88.73	93.81	60.49	58.93	67.01	72.53	120.89
peak33592	chr12	3355233	3357335	.	2103	129.09	127.36	121.42	109.26	152.09	170.77	169.77	156.5	185.83
peak33593	chr12	3364539	3366368	.	1830	290.45	259.26	258.4	293.57	342.2	345.55	334.18	361.1	270.75
peak33594	chr12	3371453	3372752	.	1300	59.34	54.58	63.82	68.43	44.94	44.87	50.93	45.04	46.96
peak33595	chr12	3425299	3428693	.	3395	652.73	706.15	706.71	742.76	1052.52	977.06	1010.58	1057.34	806.25
peak33596	chr12	3440644	3442765	.	2122	213.41	269.5	267.74	261.57	204.8	215.64	193.89	196.96	228.79
peak33597	chr12	3452630	3454573	.	1944	143.66	152.37	163.45	157.82	134.81	141.3	127.77	112.99	171.84
peak33598	chr12	3462432	3465564	.	3133	407.05	421.87	445.19	421.6	287.76	308.72	310.05	325.22	609.43
peak33600	chr12	3546907	3549103	.	2197	320.64	299.06	277.08	316.75	341.33	342.88	326.14	365.68	173.84
peak33603	chr12	3570842	3574223	.	3382	421.62	408.23	370.48	354.27	440.71	409.17	394.94	426.75	386.64
peak33605	chr12	3670602	3672170	.	1569	80.16	77.32	66.93	77.26	50.98	42.86	49.14	49.62	37.96
peak33607	chr12	3739461	3741136	.	1676	416.42	408.23	381.37	385.18	364.67	381.72	344.01	366.44	260.76
peak33608	chr12	3745227	3746478	.	1252	115.56	108.03	101.18	110.37	68.27	62.28	51.82	51.91	145.86
peak33609	chr12	3759063	3760338	.	1276	84.32	86.42	79.39	81.67	61.35	66.3	67.91	43.52	69.93
peak33610	chr12	3779785	3781967	.	2183	206.13	196.72	186.79	164.45	152.95	152.02	134.92	143.52	106.9
peak33611	chr12	3791165	3792592	.	1428	144.7	141	119.86	137.96	146.04	150.68	180.49	138.18	187.83
peak33612	chr12	3805925	3806932	.	1008	83.28	69.36	52.93	90.5	93.33	93.76	87.57	98.48	67.94
peak33613	chr12	3807714	3809367	.	1654	198.84	195.58	183.68	189.83	218.63	194.21	224.27	195.44	128.88
peak33614	chr12	3822844	3824632	.	1789	82.24	78.46	66.93	100.43	70	72.33	64.33	60.31	87.92
peak33615	chr12	3833500	3836032	.	2533	414.33	386.62	431.18	430.43	482.19	448.02	415.49	445.84	421.61
peak33616	chr12	3854750	3856881	.	2132	299.82	340	306.65	333.3	267.88	275.91	273.42	270.25	112.89
peak33617	chr12	3868078	3869190	.	1113	89.53	94.38	76.27	82.77	59.63	62.28	51.82	53.44	54.95
peak33618	chr12	3870316	3872137	.	1822	250.89	250.17	266.18	269.29	282.57	285.95	277.89	274.83	263.75
peak33620	chr12	3889748	3892887	.	3140	559.04	556.05	557.27	545.21	703.41	703.83	735.37	745.1	495.54
peak33623	chr12	3959247	3961100	.	1854	275.88	272.91	227.27	251.63	298.13	274.57	301.12	310.71	292.73
peak33624	chr12	3980866	3982838	.	1973	311.27	302.47	287.97	349.86	340.47	338.19	332.39	335.14	348.68
peak33625	chr12	3983048	3984157	.	1110	47.89	46.62	66.93	58.49	48.39	42.86	45.57	41.99	43.96
peak33626	chr12	4037494	4039843	.	2350	360.2	388.9	353.35	344.34	374.17	358.28	398.51	371.79	362.66
peak33627	chr12	4064978	4066377	.	1400	59.34	63.68	54.48	67.32	49.26	46.21	42	47.33	152.86
peak33628	chr12	4081744	4083861	.	2118	277.96	247.89	194.58	252.74	273.07	275.91	257.34	254.98	267.75
peak33629	chr12	4132567	4134401	.	1835	263.38	254.72	287.97	273.71	320.59	318.77	329.71	309.19	289.73
peak33630	chr12	4135098	4136376	.	1279	78.08	92.11	93.4	75.05	50.12	62.95	49.14	52.68	65.94
peak33631	chr12	4231966	4235191	.	3226	522.6	524.21	543.26	522.03	687.85	689.1	746.09	738.99	583.46
peak33632	chr12	4404462	4407004	.	2543	36.44	45.48	49.81	44.15	28.52	22.1	33.06	22.9	72.93
peak33634	chr12	4432620	4437044	.	4425	403.92	411.64	389.15	385.18	318	279.93	333.28	303.84	891.17
peak33635	chr12	4443842	4445931	.	2090	142.62	145.55	143.21	145.68	110.61	113.18	130.45	109.17	201.81
peak33636	chr12	4453558	4456550	.	2993	129.09	130.77	150.99	143.48	55.3	54.91	75.95	64.89	249.77
peak33637	chr12	4474941	4478185	.	3245	459.1	432.11	367.36	424.91	510.7	478.82	497.69	485.54	446.58
peak33638	chr12	4547966	4549336	.	1371	83.28	96.66	98.07	89.4	62.22	72.99	78.63	78.63	93.91
peak33639	chr12	4551488	4552988	.	1501	206.13	195.58	188.35	169.96	219.49	214.97	208.19	206.12	117.89
peak33641	chr12	4591878	4596332	.	4455	1133.69	1135.98	1204.82	1190.85	1402.49	1371.5	1439.47	1390.96	1118.96
peak33642	chr12	4601733	4603094	.	1362	74.95	69.36	87.17	71.74	39.75	49.56	39.32	35.88	77.93
peak33643	chr12	4610522	4611917	.	1396	65.59	79.6	62.26	69.53	39.75	34.82	58.97	32.06	86.92
peak33644	chr12	4622045	4625021	.	2977	84.32	106.89	96.51	97.12	57.03	54.91	57.19	61.07	135.87
peak33645	chr12	4716678	4718183	.	1506	69.75	51.17	66.93	72.84	29.38	35.49	42	35.88	34.97
peak33646	chr12	4767993	4770033	.	2041	331.05	338.86	325.33	317.85	361.21	351.58	357.41	341.25	323.7
peak33647	chr12	4774850	4776265	.	1416	48.93	73.91	49.81	61.8	40.61	42.19	49.14	36.64	42.96
peak33648	chr12	4816441	4819138	.	2698	701.66	654.98	638.21	661.09	954.87	917.46	902.46	923.74	666.38
peak33649	chr12	4840111	4842381	.	2271	308.15	332.04	317.55	364.21	361.21	377.03	368.13	366.44	383.64
peak33650	chr12	4842905	4844721	.	1817	522.6	476.45	459.2	516.51	711.18	650.26	687.12	698.53	503.53
peak33651	chr12	4873477	4875198	.	1722	142.62	137.59	112.08	139.06	95.06	93.09	100.07	96.19	93.91
peak33652	chr12	4906143	4908716	.	2574	386.23	392.31	393.82	332.2	482.19	486.86	446.76	415.3	401.63
