peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K27ac_Rep1_S1	Naive_P14_Day30_H3K27ac_Rep2_S2	Naive_P14_Day30_H3K27ac_Rep3_S3	Naive_P14_Day30_H3K27ac_Rep4_S4	Naive_P14_Day32_H3K27ac_Rep1_S9	Naive_P14_Day32_H3K27ac_Rep2_S10	Naive_P14_Day32_H3K27ac_Rep3_S11	Naive_P14_Day32_H3K27ac_Rep4_S12
peak16988	chr8	36015710	36016890	.	1181	25.94	37.69	35.22	25.18	18.39	22.42	25.5	19.66
peak16990	chr8	36040815	36043215	.	2401	48.63	40.12	35.22	33.3	51.71	41.63	43.71	41.29
peak16991	chr8	36081060	36083881	.	2822	55.92	63.22	59.79	61.73	68.94	78.99	78.93	58.01
peak16992	chr8	36094656	36097899	.	3244	192.9	167.77	178.56	186.8	151.68	165.45	163.93	181.89
peak16993	chr8	36100741	36102052	.	1312	36.47	14.59	15.56	23.55	31.03	24.55	35.21	31.46
peak16994	chr8	36104339	36105511	.	1173	25.94	19.45	18.84	24.37	24.13	22.42	18.21	26.55
peak16995	chr8	36114292	36115719	.	1428	19.45	27.96	23.75	26.8	21.83	24.55	20.64	21.63
peak16996	chr8	36118289	36120258	.	1970	10.54	14.59	7.37	9.75	9.19	8.54	12.14	14.75
peak16997	chr8	36122097	36123610	.	1514	80.24	80.24	81.09	78.78	83.88	73.65	102	85.54
peak16998	chr8	36129721	36131534	.	1814	97.26	89.97	86	89.34	101.12	97.13	127.5	86.52
peak16999	chr8	36140101	36141317	.	1217	29.99	20.67	25.39	22.74	16.09	23.48	36.43	30.48
peak17000	chr8	36157822	36159814	.	1993	79.43	81.46	86	94.21	73.54	80.05	87.43	68.82
peak17001	chr8	36167937	36169877	.	1941	117.52	116.71	114.67	109.64	81.58	107.81	122.64	99.3
peak17002	chr8	36172758	36173714	.	957	53.49	46.2	54.06	42.23	40.22	42.7	46.14	47.19
peak17003	chr8	36178245	36179273	.	1029	64.03	75.38	63.89	72.28	70.09	75.79	58.29	78.66
peak17004	chr8	36181300	36182865	.	1566	168.58	144.67	168.73	154.31	156.27	147.3	155.43	170.09
peak17005	chr8	36188448	36189804	.	1357	8.92	10.94	6.55	4.87	8.04	6.4	13.36	3.93
peak17007	chr8	36249228	36250148	.	921	28.37	30.39	18.02	15.43	11.49	9.61	17	16.71
peak17008	chr8	36318410	36320191	.	1782	58.35	63.22	52.42	62.54	68.94	39.49	52.21	50.14
peak17009	chr8	36532519	36533865	.	1347	31.61	26.75	20.48	21.12	21.83	26.68	23.07	23.6
peak17010	chr8	36993007	36994961	.	1955	52.68	55.92	63.89	64.16	44.81	34.16	48.57	41.29
peak17011	chr8	39005164	39007203	.	2040	153.99	179.93	160.54	172.18	168.91	149.44	148.14	156.33
peak17012	chr8	39014721	39016947	.	2227	73.75	54.71	63.89	73.91	62.05	48.03	58.29	57.03
peak17013	chr8	39019910	39021674	.	1765	63.22	55.92	70.44	51.98	58.6	42.7	51	66.86
peak17014	chr8	39044025	39046512	.	2488	63.22	54.71	70.44	60.1	75.84	56.57	51	86.52
peak17015	chr8	39087520	39089198	.	1679	158.86	137.38	136.79	164.06	151.68	107.81	114.14	128.8
peak17016	chr8	39107417	39109165	.	1749	66.46	60.79	56.52	69.85	58.6	56.57	49.79	59.97
peak17021	chr8	40306844	40309886	.	3043	127.25	110.63	103.2	103.15	132.14	125.95	115.36	131.75
peak17022	chr8	40394621	40396053	.	1433	4.86	4.86	3.28	7.31	5.75	6.4	4.86	6.88
peak17023	chr8	40421999	40425130	.	3132	6.48	4.86	7.37	8.12	10.34	11.74	12.14	11.8
peak17024	chr8	40448268	40449859	.	1592	5.67	15.8	4.91	4.06	11.49	8.54	9.71	10.82
peak17025	chr8	40510445	40513045	.	2601	205.86	204.25	187.57	216.85	232.11	265.78	240.43	211.39
peak17027	chr8	40576822	40578513	.	1692	17.83	20.67	20.48	21.12	24.13	22.42	15.79	32.45
peak17028	chr8	40583476	40585606	.	2131	22.69	19.45	27.85	33.3	24.13	30.95	25.5	20.65
peak17029	chr8	40594359	40596118	.	1760	25.94	27.96	25.39	28.43	45.96	43.76	36.43	36.38
peak17030	chr8	40609194	40611156	.	1963	117.52	117.93	122.04	115.33	157.42	159.04	157.86	164.19
peak17031	chr8	40633861	40635812	.	1952	2.43	4.86	2.46	4.06	4.6	1.07	6.07	6.88
peak17032	chr8	40962431	40964069	.	1639	26.75	24.31	30.31	34.92	39.07	28.82	35.21	27.53
peak17033	chr8	41238942	41241565	.	2624	216.4	215.19	182.65	207.92	196.49	194.27	210.07	184.84
peak17034	chr8	41298489	41299995	.	1507	17.83	15.8	16.38	12.18	16.09	17.08	17	14.75
peak17035	chr8	41333746	41335128	.	1383	34.04	42.55	33.58	20.3	35.62	32.02	23.07	19.66
peak17036	chr8	41373191	41375598	.	2408	102.93	89.97	86	108.83	78.14	77.92	92.29	88.49
peak17038	chr8	41415626	41417557	.	1932	105.36	130.08	115.49	127.51	102.27	124.89	121.43	127.82
peak17041	chr8	45331787	45334180	.	2394	156.42	154.4	161.36	165.68	132.14	139.83	137.22	153.38
peak17042	chr8	45409370	45410926	.	1557	32.42	35.26	34.4	38.98	31.03	22.42	31.57	27.53
peak17043	chr8	45974574	45976511	.	1938	83.48	89.97	78.63	95.02	86.18	73.65	72.86	78.66
peak17045	chr8	45998950	46001063	.	2114	98.07	97.26	114.67	103.96	90.78	99.27	109.29	92.42
peak17048	chr8	46123982	46125381	.	1400	9.73	14.59	6.55	7.31	5.75	4.27	8.5	2.95
peak17049	chr8	46128151	46129643	.	1493	5.67	10.94	9.83	6.5	8.04	9.61	9.71	9.83
peak17050	chr8	46142028	46144474	.	2447	46.2	34.04	43.41	42.23	39.07	45.9	32.79	38.34
peak17051	chr8	46150223	46153517	.	3295	71.32	77.81	80.27	66.6	76.99	49.1	70.43	67.84
peak17052	chr8	46162665	46164762	.	2098	85.91	87.53	79.45	75.53	60.9	91.8	93.5	74.72
peak17053	chr8	46171353	46174162	.	2810	57.54	44.98	50.78	56.85	60.9	45.9	58.29	45.23
peak17054	chr8	46209511	46211916	.	2406	102.12	126.44	90.92	125.07	114.91	102.47	103.22	88.49
peak17055	chr8	46335624	46337408	.	1785	4.05	9.73	3.28	4.06	9.19	6.4	7.29	6.88
peak17058	chr8	46470314	46472532	.	2219	42.15	52.28	42.59	56.85	51.71	50.17	43.71	43.26
peak17060	chr8	46510817	46512146	.	1330	13.78	27.96	16.38	25.18	13.79	14.94	18.21	20.65
peak17061	chr8	46551200	46552783	.	1584	64.03	70.51	52.42	60.1	58.6	55.5	52.21	59.97
peak17062	chr8	46566729	46568157	.	1429	2.43	9.73	6.55	4.87	6.89	2.13	6.07	0.98
peak17065	chr8	46616449	46620815	.	4367	173.44	162.91	144.98	147	153.98	171.85	145.72	153.38
peak17066	chr8	46625532	46627237	.	1706	14.59	13.37	12.29	2.44	12.64	24.55	6.07	7.87
peak17067	chr8	46640066	46642247	.	2182	25.94	36.47	30.31	26.8	28.73	28.82	21.86	31.46
peak17068	chr8	46654262	46655653	.	1392	9.73	13.37	11.47	18.68	12.64	22.42	19.43	12.78
peak17069	chr8	46686505	46687638	.	1134	74.56	79.02	72.08	82.03	62.05	54.44	81.36	63.91
peak17070	chr8	46712689	46714374	.	1686	35.66	29.18	38.5	20.3	26.43	30.95	40.07	25.56
peak17071	chr8	46722175	46723554	.	1380	19.45	18.24	15.56	21.12	20.68	16.01	10.93	23.6
peak17072	chr8	46738040	46740697	.	2658	315.28	238.29	305.52	274.51	256.24	262.58	265.93	248.75
peak17073	chr8	46740915	46742597	.	1683	128.06	175.07	157.26	139.69	135.59	156.91	153	140.6
peak17074	chr8	46747291	46748561	.	1271	44.58	27.96	44.23	44.67	59.75	53.37	59.5	35.39
peak17075	chr8	46752237	46753596	.	1360	46.2	48.63	44.23	33.3	50.56	44.83	37.64	39.33
peak17076	chr8	46754587	46756839	.	2253	112.66	125.22	109.76	124.26	126.4	115.28	109.29	99.3
peak17077	chr8	46761308	46763600	.	2293	124.81	127.65	158.9	149.44	136.74	131.29	150.57	132.73
peak17078	chr8	46773500	46774443	.	944	34.04	23.1	26.21	24.37	22.98	28.82	27.93	28.51
peak17079	chr8	46778707	46779652	.	946	11.35	17.02	17.2	14.62	13.79	7.47	9.71	7.87
peak17080	chr8	46780694	46782940	.	2247	25.94	17.02	23.75	25.18	28.73	22.42	29.14	29.5
peak17081	chr8	46784761	46786123	.	1363	29.99	37.69	30.31	34.11	35.62	24.55	34	38.34
peak17082	chr8	46788759	46789864	.	1106	19.45	30.39	20.48	21.12	24.13	27.75	29.14	24.58
peak17083	chr8	46798505	46800093	.	1589	20.26	27.96	25.39	27.61	29.88	21.35	23.07	27.53
peak17086	chr8	46841926	46845828	.	3903	581.12	553.16	588.1	601.01	623.95	627.63	621.72	631.21
peak17087	chr8	46849923	46853295	.	3373	120.76	125.22	140.06	136.45	124.1	131.29	159.07	127.82
peak17088	chr8	46859001	46861193	.	2193	89.15	99.69	97.47	111.27	97.67	109.94	97.14	98.32
peak17089	chr8	46868207	46870501	.	2295	29.18	23.1	31.13	30.86	44.81	26.68	44.93	32.45
peak17090	chr8	46870919	46874566	.	3648	9.73	14.59	16.38	4.87	20.68	17.08	20.64	20.65
peak17091	chr8	46913611	46915178	.	1568	14.59	13.37	11.47	7.31	18.39	13.88	10.93	6.88
peak17092	chr8	46918805	46921717	.	2913	26.75	30.39	35.22	29.24	26.43	27.75	24.29	23.6
peak17093	chr8	46938931	46945077	.	6147	141.02	128.87	163.82	142.13	151.68	162.24	171.22	159.28
peak17094	chr8	46990325	46993167	.	2843	38.09	24.31	46.69	40.61	33.32	42.7	43.71	44.24
peak17095	chr8	47172587	47175088	.	2502	47.01	42.55	38.5	45.48	47.11	72.58	60.71	63.91
peak17096	chr8	47532424	47535128	.	2705	149.94	168.99	133.51	149.44	112.61	136.63	144.5	135.68
peak17098	chr8	47672966	47674389	.	1424	111.04	100.91	80.27	81.22	109.16	100.34	108.07	106.18
peak17099	chr8	47674553	47677456	.	2904	298.26	263.82	265.38	259.08	248.2	289.27	290.22	274.31
peak17101	chr8	47712736	47715460	.	2725	202.62	255.31	223.61	217.66	222.92	210.28	199.14	205.49
peak17102	chr8	47851268	47853064	.	1797	84.29	77.81	93.38	82.03	71.24	89.66	74.07	88.49
peak17103	chr8	47947078	47949141	.	2064	149.94	151.97	151.53	163.25	172.36	173.99	155.43	175.01
peak17105	chr8	48109340	48111643	.	2304	72.13	58.36	56.52	56.85	45.96	53.37	51	57.03
peak17107	chr8	48422476	48423771	.	1296	12.16	9.73	17.2	14.62	10.34	18.15	15.79	6.88
peak17108	chr8	48424015	48427036	.	3022	45.39	41.34	39.32	30.86	33.32	33.09	40.07	23.6
peak17110	chr8	53511154	53513521	.	2368	200.19	162.91	157.26	191.67	171.21	168.65	191.86	161.24
peak17111	chr8	53602603	53604186	.	1584	23.5	26.75	21.3	19.49	18.39	25.62	13.36	20.65
peak17112	chr8	53610636	53612504	.	1869	17.83	25.53	23.75	22.74	26.43	17.08	20.64	18.68
peak17113	chr8	53637418	53640049	.	2632	53.49	69.3	49.96	62.54	67.8	45.9	47.36	38.34
peak17116	chr8	54527753	54530841	.	3089	117.52	115.5	110.58	100.71	82.73	120.62	92.29	94.39
peak17118	chr8	55565137	55567681	.	2545	30.8	24.31	31.94	30.05	50.56	39.49	42.5	43.26
peak17120	chr8	56442610	56445109	.	2500	0	4.86	0	0.81	2.3	0	4.86	0.98
peak17121	chr8	56549992	56552778	.	2787	722.14	665.01	701.13	690.35	783.67	759.99	757.72	822.93
peak17122	chr8	56563698	56565096	.	1399	14.59	34.04	19.66	28.43	18.39	20.28	23.07	23.6
peak17125	chr8	57400989	57402926	.	1938	2.43	7.29	4.1	4.06	10.34	5.34	7.29	0.98
peak17126	chr8	57406238	57408418	.	2181	4.05	7.29	3.28	6.5	3.45	0	7.29	2.95
peak17127	chr8	57415621	57417515	.	1895	6.48	8.51	4.1	5.69	11.49	7.47	6.07	2.95
peak17128	chr8	57426482	57429446	.	2965	48.63	29.18	45.87	41.42	63.2	40.56	34	37.36
peak17130	chr8	57486294	57489150	.	2857	152.37	127.65	134.33	144.57	126.4	118.48	112.93	133.71
peak17131	chr8	57510550	57514365	.	3816	229.37	186.01	201.49	231.47	195.34	159.04	146.93	185.82
peak17132	chr8	57575854	57578565	.	2712	43.77	58.36	53.24	56.04	51.71	42.7	35.21	53.09
peak17133	chr8	57579550	57580674	.	1125	30.8	24.31	33.58	34.11	29.88	12.81	26.71	26.55
peak17134	chr8	57589014	57593749	.	4736	111.04	103.34	71.26	95.02	108.01	97.13	105.64	95.37
peak17135	chr8	57611361	57613292	.	1932	43.77	37.69	38.5	37.36	36.77	38.43	31.57	31.46
peak17136	chr8	57637257	57638920	.	1664	37.28	44.98	40.13	43.86	41.37	34.16	34	35.39
peak17137	chr8	57651240	57655253	.	4014	288.53	263.82	273.57	282.64	244.75	254.04	216.14	249.73
peak17138	chr8	57758224	57759784	.	1561	79.43	87.53	79.45	108.02	102.27	100.34	86.21	85.54
peak17140	chr8	57799228	57800777	.	1550	50.25	66.87	60.61	66.6	44.81	62.98	71.64	78.66
peak17141	chr8	57827730	57829400	.	1671	37.28	36.47	39.32	47.92	25.28	35.22	27.93	41.29
peak17142	chr8	60889634	60891694	.	2061	76.19	71.73	67.98	59.29	64.35	33.09	65.57	67.84
peak17143	chr8	60900939	60902566	.	1628	27.56	32.83	19.66	25.18	18.39	18.15	17	24.58
peak17144	chr8	60936854	60938261	.	1408	11.35	7.29	9.01	10.56	8.04	10.67	15.79	5.9
peak17145	chr8	60953807	60955935	.	2129	17.02	18.24	22.93	29.24	22.98	19.21	27.93	21.63
peak17146	chr8	60957058	60959487	.	2430	51.06	68.08	52.42	56.85	65.5	38.43	60.71	56.04
peak17147	chr8	60982110	60984560	.	2451	344.46	345.27	331.73	345.17	342.43	368.25	369.15	321.5
peak17148	chr8	60992244	60994574	.	2331	334.73	305.15	278.49	324.87	319.44	330.89	320.57	333.3
peak17149	chr8	61223138	61225114	.	1977	52.68	38.9	57.34	54.42	54.01	39.49	54.64	27.53
peak17150	chr8	61275586	61278095	.	2510	19.45	17.02	18.84	23.55	19.53	23.48	20.64	20.65
peak17151	chr8	61282299	61284341	.	2043	31.61	34.04	45.05	45.48	35.62	41.63	37.64	41.29
peak17152	chr8	61305038	61306325	.	1288	32.42	26.75	21.3	27.61	35.62	27.75	19.43	29.5
peak17153	chr8	61358213	61359866	.	1654	56.73	35.26	45.05	41.42	43.67	58.71	47.36	45.23
peak17155	chr8	61425175	61427146	.	1972	49.44	64.43	63.89	62.54	68.94	55.5	76.5	79.64
peak17156	chr8	61448361	61449395	.	1035	56.73	76.59	66.35	54.42	66.65	73.65	63.14	66.86
peak17157	chr8	61449788	61452261	.	2474	376.88	370.8	384.15	397.15	471.12	449.38	467.5	453.25
peak17158	chr8	61487336	61488776	.	1441	115.09	93.61	128.6	117.77	121.8	125.95	131.14	115.03
peak17159	chr8	61516951	61518366	.	1416	15.4	12.16	13.11	16.24	12.64	9.61	17	16.71
peak17160	chr8	61580696	61582196	.	1501	2.43	6.08	3.28	4.06	3.45	5.34	2.43	2.95
peak17161	chr8	61926622	61929477	.	2856	387.41	402.41	384.15	433.7	428.61	367.19	380.07	427.69
peak17162	chr8	64723023	64724759	.	1737	34.04	25.53	28.67	37.36	26.43	39.49	37.64	26.55
peak17164	chr8	64732547	64734290	.	1744	132.11	110.63	95.83	127.51	95.37	118.48	100.79	104.22
peak17167	chr8	64763264	64765283	.	2020	46.2	53.49	48.33	38.17	60.9	44.83	41.29	48.18
peak17169	chr8	64787182	64790120	.	2939	68.89	102.12	78.63	80.41	76.99	65.11	65.57	94.39
peak17170	chr8	64792571	64794043	.	1473	24.31	24.31	22.93	21.12	24.13	29.89	21.86	26.55
peak17171	chr8	64804679	64807895	.	3217	42.15	40.12	39.32	43.86	27.58	44.83	40.07	31.46
peak17172	chr8	64825737	64827308	.	1572	85.91	82.67	87.64	88.53	101.12	95	81.36	88.49
peak17173	chr8	64847361	64849451	.	2091	21.88	27.96	29.49	22.74	22.98	18.15	26.71	15.73
peak17175	chr8	64871045	64872945	.	1901	32.42	41.34	40.13	47.92	51.71	40.56	48.57	43.26
peak17176	chr8	64945456	64948773	.	3318	303.12	285.7	276.03	278.58	314.85	319.15	314.5	298.89
peak17178	chr8	66469106	66470514	.	1409	36.47	35.26	30.31	26.8	22.98	50.17	14.57	31.46
peak17179	chr8	66484534	66487192	.	2659	117.52	106.99	91.74	121.01	119.5	96.07	108.07	107.17
peak17181	chr8	66859646	66863352	.	3707	118.33	114.28	113.03	108.02	104.57	103.54	100.79	100.29
peak17182	chr8	67494208	67496097	.	1890	89.96	91.18	67.16	78.78	79.29	86.46	78.93	83.57
peak17185	chr8	68061204	68063054	.	1851	35.66	18.24	22.12	29.24	28.73	19.21	21.86	32.45
peak17187	chr8	68156639	68158151	.	1513	2.43	3.65	1.64	2.44	3.45	2.13	3.64	5.9
peak17188	chr8	68335946	68338046	.	2101	44.58	48.63	47.51	58.48	52.86	53.37	55.86	74.72
peak17190	chr8	68734138	68736022	.	1885	34.85	27.96	26.21	25.18	27.58	30.95	24.29	24.58
peak17191	chr8	68793175	68795266	.	2092	81.86	69.3	63.89	93.4	81.58	67.25	69.21	49.16
peak17193	chr8	68822321	68824246	.	1926	25.94	32.83	27.03	33.3	19.53	26.68	26.71	26.55
peak17195	chr8	68919338	68921041	.	1704	0.81	2.43	1.64	3.25	1.15	5.34	6.07	0
peak17196	chr8	69037671	69039516	.	1846	6.48	6.08	4.1	0.81	4.6	1.07	7.29	2.95
peak17198	chr8	69088333	69090041	.	1709	76.19	98.48	95.83	94.21	79.29	71.52	83.79	70.79
peak17199	chr8	69120760	69122269	.	1510	35.66	44.98	42.59	42.23	35.62	30.95	23.07	27.53
peak17200	chr8	69167474	69169181	.	1708	52.68	36.47	47.51	50.35	55.16	53.37	55.86	60.96
peak17201	chr8	69175733	69177724	.	1992	26.75	21.88	25.39	40.61	28.73	35.22	26.71	22.61
peak17202	chr8	69183201	69184735	.	1535	42.96	47.41	58.97	56.85	34.47	37.36	46.14	43.26
peak17203	chr8	69188809	69190018	.	1210	5.67	9.73	4.91	5.69	5.75	2.13	10.93	4.92
peak17205	chr8	69200290	69201500	.	1211	5.67	4.86	9.01	6.5	6.89	6.4	8.5	4.92
peak17206	chr8	69208390	69210462	.	2073	103.74	116.71	112.21	121.83	122.95	112.08	125.07	112.08
peak17207	chr8	69270020	69272350	.	2331	85.91	76.59	66.35	66.6	78.14	66.18	65.57	72.76
peak17208	chr8	69394290	69396475	.	2186	131.3	132.52	167.91	142.13	152.83	113.14	140.86	162.23
peak17209	chr8	69561190	69563729	.	2540	22.69	18.24	22.93	25.18	24.13	29.89	19.43	25.56
peak17210	chr8	69576994	69578380	.	1387	19.45	18.24	31.13	23.55	32.17	24.55	23.07	19.66
peak17211	chr8	69581689	69585226	.	3538	102.12	122.79	118.77	109.64	119.5	91.8	136	112.08
peak17212	chr8	69624472	69626137	.	1666	179.12	165.34	167.91	172.18	178.11	184.66	180.93	174.03
peak17214	chr8	69715346	69717702	.	2357	196.95	194.52	205.59	217.66	209.13	227.36	213.72	200.57
peak17215	chr8	69749131	69751039	.	1909	137.78	151.97	155.63	167.31	152.83	170.78	160.29	130.76
peak17216	chr8	69773946	69775491	.	1546	81.86	81.46	64.71	79.59	81.58	72.58	77.71	76.69
peak17217	chr8	69789998	69792334	.	2337	169.39	167.77	171.19	166.5	152.83	169.72	160.29	151.41
peak17218	chr8	69807772	69809621	.	1850	76.19	70.51	60.61	60.91	45.96	70.45	51	56.04
peak17219	chr8	69821478	69823386	.	1909	25.13	26.75	27.03	25.18	21.83	34.16	27.93	22.61
peak17221	chr8	69831704	69833554	.	1851	34.04	36.47	39.32	33.3	43.67	43.76	51	38.34
peak17224	chr8	69855500	69856614	.	1115	8.1	3.65	8.19	4.06	5.75	2.13	3.64	3.93
peak17225	chr8	69900818	69903786	.	2969	103.74	126.44	102.39	115.33	104.57	114.21	112.93	103.24
peak17226	chr8	69918162	69919741	.	1580	49.44	42.55	41.77	41.42	47.11	54.44	47.36	46.21
peak17227	chr8	69919942	69923287	.	3346	205.86	210.32	212.14	198.98	214.88	188.93	188.22	235.97
peak17228	chr8	69933012	69934945	.	1934	177.5	172.64	166.27	181.11	178.11	187.86	219.79	228.1
peak17229	chr8	69936500	69942649	.	6150	578.69	548.3	549.6	584.76	633.14	660.72	670.29	695.12
peak17230	chr8	69952458	69953606	.	1149	12.97	21.88	28.67	25.18	27.58	32.02	18.21	23.6
peak17231	chr8	69958309	69959795	.	1487	29.99	37.69	30.31	30.05	36.77	37.36	34	34.41
peak17232	chr8	69972547	69975415	.	2869	54.3	51.06	58.97	44.67	20.68	27.75	55.86	49.16
peak17233	chr8	69984862	69986618	.	1757	66.46	52.28	69.62	67.41	72.39	53.37	66.79	64.89
peak17234	chr8	69992946	69994130	.	1185	74.56	72.94	76.99	61.73	95.37	89.66	78.93	85.54
peak17235	chr8	69995048	69997389	.	2342	161.29	132.52	157.26	150.25	127.55	140.9	154.22	142.56
peak17236	chr8	70000979	70002258	.	1280	34.85	48.63	39.32	38.17	41.37	50.17	40.07	38.34
peak17237	chr8	70002815	70004096	.	1282	61.6	75.38	74.54	60.1	72.39	88.59	89.86	83.57
peak17238	chr8	70034227	70035361	.	1135	25.94	30.39	30.31	25.99	27.58	33.09	31.57	25.56
peak17239	chr8	70036589	70038513	.	1925	32.42	47.41	36.86	28.43	34.47	38.43	36.43	32.45
peak17240	chr8	70041486	70043789	.	2304	141.02	134.95	163.82	152.69	128.7	148.37	133.57	124.87
peak17243	chr8	70131034	70132232	.	1199	24.31	25.53	21.3	23.55	17.24	26.68	21.86	22.61
peak17244	chr8	70138513	70140490	.	1978	171.82	150.75	172.83	179.49	134.44	151.57	145.72	102.25
peak17245	chr8	70158104	70160690	.	2587	31.61	31.61	27.85	48.73	27.58	32.02	44.93	35.39
peak17246	chr8	70171730	70173285	.	1556	42.15	52.28	43.41	50.35	50.56	60.84	43.71	58.99
peak17247	chr8	70211420	70213658	.	2239	196.14	161.69	165.45	186.8	150.53	148.37	145.72	135.68
peak17248	chr8	70233597	70235066	.	1470	47.01	69.3	67.98	49.54	49.41	45.9	53.43	62.92
peak17249	chr8	70248829	70250172	.	1344	35.66	29.18	47.51	31.67	47.11	36.29	55.86	38.34
peak17251	chr8	70301669	70303515	.	1847	80.24	79.02	92.56	89.34	74.69	86.46	86.21	81.61
peak17252	chr8	70338488	70340083	.	1596	10.54	4.86	2.46	7.31	3.45	9.61	9.71	13.76
peak17253	chr8	70341669	70343111	.	1443	10.54	3.65	11.47	12.18	5.75	8.54	13.36	11.8
peak17254	chr8	70348022	70348937	.	916	17.83	12.16	6.55	17.06	16.09	13.88	14.57	9.83
peak17255	chr8	70351076	70354125	.	3050	72.13	71.73	73.72	66.6	44.81	75.79	75.29	71.77
peak17256	chr8	70426040	70427578	.	1539	47.82	46.2	43.41	42.23	50.56	62.98	64.36	59.97
peak17257	chr8	70438843	70440177	.	1335	24.31	25.53	27.85	33.3	22.98	23.48	35.21	29.5
peak17258	chr8	70476043	70477637	.	1595	29.18	29.18	27.03	22.74	29.88	36.29	31.57	30.48
peak17259	chr8	70506039	70507000	.	962	37.28	46.2	27.85	37.36	28.73	40.56	43.71	28.51
peak17260	chr8	70510161	70511835	.	1675	123.19	137.38	140.88	137.26	166.62	131.29	153	129.78
peak17261	chr8	70522172	70523963	.	1792	73.75	77.81	81.91	88.53	81.58	84.32	85	79.64
peak17262	chr8	70527001	70529085	.	2085	147.51	150.75	131.87	136.45	136.74	155.84	145.72	148.46
peak17263	chr8	70535995	70537757	.	1763	50.25	59.57	50.78	49.54	44.81	39.49	42.5	26.55
peak17264	chr8	70538221	70540270	.	2050	149.13	134.95	125.32	138.88	117.21	144.1	140.86	135.68
peak17265	chr8	70548217	70550431	.	2215	23.5	20.67	26.21	22.74	24.13	27.75	31.57	29.5
peak17266	chr8	70554752	70555730	.	979	31.61	35.26	26.21	36.55	40.22	44.83	30.36	25.56
peak17267	chr8	70556736	70559118	.	2383	38.9	53.49	54.88	47.92	51.71	51.24	44.93	52.11
peak17268	chr8	70564714	70566431	.	1718	77.81	74.16	68.8	74.72	82.73	96.07	88.64	89.47
peak17269	chr8	70593448	70595168	.	1721	43.77	41.34	39.32	57.66	41.37	42.7	32.79	39.33
peak17270	chr8	70608287	70612349	.	4063	166.15	148.32	172.01	169.74	176.96	165.45	162.72	140.6
peak17272	chr8	70633640	70636756	.	3117	11.35	17.02	13.92	13.81	16.09	9.61	20.64	14.75
peak17273	chr8	70672757	70676057	.	3301	420.64	440.1	371.86	395.53	390.69	449.38	426.22	382.46
peak17274	chr8	70683542	70685252	.	1711	4.05	2.43	4.91	4.06	6.89	6.4	14.57	4.92
peak17275	chr8	70693461	70697087	.	3627	133.73	148.32	122.04	129.14	127.55	130.22	133.57	111.1
peak17276	chr8	70697371	70699707	.	2337	115.9	96.04	82.73	103.15	83.88	86.46	93.5	81.61
peak17278	chr8	70754103	70755548	.	1446	38.9	31.61	35.22	35.74	41.37	40.56	31.57	28.51
peak17279	chr8	70760230	70761904	.	1675	51.06	52.28	61.43	60.1	44.81	46.97	37.64	54.08
peak17280	chr8	70765246	70766876	.	1631	48.63	49.85	56.52	59.29	52.86	53.37	38.86	61.94
peak17281	chr8	70775950	70778254	.	2305	106.17	126.44	104.84	102.33	94.22	93.93	95.93	104.22
peak17282	chr8	70790976	70793518	.	2543	111.04	133.73	122.04	120.2	104.57	115.28	110.5	112.08
peak17283	chr8	70804039	70805124	.	1086	28.37	23.1	26.21	16.24	24.13	16.01	20.64	19.66
peak17284	chr8	70806047	70809683	.	3637	62.41	75.38	71.26	63.35	55.16	59.77	78.93	52.11
peak17285	chr8	70811168	70811925	.	758	9.73	9.73	6.55	12.18	5.75	8.54	3.64	10.82
peak17287	chr8	70838289	70840456	.	2168	113.47	111.85	101.57	98.27	86.18	95	98.36	79.64
peak17288	chr8	70864380	70866771	.	2392	29.99	25.53	27.85	25.18	24.13	29.89	21.86	28.51
peak17289	chr8	70872502	70874219	.	1718	47.01	47.41	57.34	48.73	51.71	54.44	60.71	53.09
peak17290	chr8	70896628	70898393	.	1766	104.55	104.55	93.38	82.84	76.99	88.59	82.57	88.49
peak17291	chr8	70905245	70907359	.	2115	72.13	89.97	71.26	77.97	94.22	67.25	69.21	88.49
peak17292	chr8	71205202	71206486	.	1285	19.45	15.8	17.2	22.74	26.43	17.08	17	30.48
peak17293	chr8	71213370	71214978	.	1609	18.64	23.1	17.2	22.74	22.98	33.09	34	32.45
