peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K27me3_Rep1_S5	Naive_P14_Day30_H3K27me3_Rep2_S6	Naive_P14_Day30_H3K27me3_Rep3_S3	Naive_P14_Day30_H3K27me3_Rep4_S4	Naive_P14_Day32_H3K27me3_Rep1_S9	Naive_P14_Day32_H3K27me3_Rep2_S10	Naive_P14_Day32_H3K27me3_Rep3_S11	Naive_P14_Day32_H3K27me3_Rep4_S12
peak18063	chr10	62680329	62685522	.	5194	160.66	152.07	147.65	163.07	168.11	177.46	176.27	165.87
peak18064	chr10	62688695	62736133	.	47439	1787.72	1915.27	1916.73	1843.93	2035.31	2164.55	1925.22	1918.3
peak18065	chr10	62795381	62845040	.	49660	146.46	143.62	153.16	151.11	152.83	164.31	170.99	187.5
peak18066	chr10	62847649	62857859	.	10211	13.31	9.29	16.51	15.71	17.98	20.81	16.89	24.73
peak18067	chr10	62861605	62920619	.	59015	1273.77	1389.77	1371.98	1298.61	1548.96	1564.26	1460.8	1525.78
peak18068	chr10	62945788	62948827	.	3040	40.83	38.02	55.03	46.38	52.14	37.24	44.33	31.94
peak18069	chr10	63027305	63069139	.	41835	284.05	313.44	292.55	295.48	272.39	301.24	310.31	261.68
peak18070	chr10	63073304	63075505	.	2202	10.65	6.76	11.01	5.98	13.48	7.67	4.22	8.24
peak18071	chr10	63079236	63084031	.	4796	36.39	33.79	36.68	20.2	21.58	19.72	28.5	30.91
peak18072	chr10	63086533	63104779	.	18247	488.21	484.94	484.23	446.58	554.68	571.81	480.25	512.03
peak18073	chr10	63117961	63142464	.	24504	330.2	318.51	321.9	343.35	323.64	301.24	271.26	295.68
peak18074	chr10	63145266	63243936	.	98671	1011.92	994.39	999.64	1048.76	957.42	955.21	934.11	971.51
peak18075	chr10	63341217	63375796	.	34580	315.11	336.25	284.3	296.23	255.31	270.57	297.65	286.41
peak18076	chr10	63377300	63394140	.	16841	137.59	149.54	147.65	155.59	144.74	154.45	158.32	148.35
peak18077	chr10	63406315	63421596	.	15282	590.28	572.81	549.34	587.22	669.75	588.24	560.47	577.96
peak18078	chr10	63430023	63488764	.	58742	1667.89	1733.63	1722.31	1644.2	1723.36	1709.95	1665.57	1590.69
peak18079	chr10	63493624	63509500	.	15877	161.55	130.11	131.14	129.41	134.85	142.4	147.77	110.24
peak18080	chr10	63540913	63545993	.	5081	51.48	51.54	40.35	56.1	39.56	35.05	39.05	39.15
peak18081	chr10	63579027	63593097	.	14071	207.71	197.69	207.26	222.17	249.02	201.56	218.49	207.08
peak18082	chr10	63622297	63628986	.	6690	51.48	44.78	41.27	44.88	35.96	37.24	30.61	27.82
peak18083	chr10	64085104	64093002	.	7899	134.92	136.87	151.32	139.14	152.83	139.12	142.49	130.84
peak18086	chr10	65824624	65829076	.	4453	22.19	15.21	23.84	12.72	24.27	17.53	25.33	20.6
peak18090	chr10	66788578	66835649	.	47072	828.17	864.28	800.63	810.88	827.97	818.28	782.12	759.28
peak18091	chr10	66839730	66912043	.	72314	732.31	751.07	726.34	718.87	681.43	704.35	671.29	691.29
peak18092	chr10	66915810	66940370	.	24561	352.4	386.1	411.78	371.78	381.17	371.35	372.59	391.49
peak18093	chr10	66942891	66949432	.	6542	32.84	50.69	48.61	39.65	34.16	41.63	43.28	39.15
peak18094	chr10	66953145	67009134	.	55990	254.75	223.88	254.95	243.86	247.22	226.75	248.04	258.59
peak18095	chr10	67043577	67060109	.	16533	22.19	37.17	34.85	31.42	31.46	42.72	42.22	36.06
peak18096	chr10	67069075	67085506	.	16432	37.28	38.86	38.52	40.39	35.06	47.1	42.22	36.06
peak18097	chr10	67088933	67093162	.	4230	9.76	8.45	9.17	8.23	8.09	9.86	9.5	12.36
peak18098	chr10	67098982	67104077	.	5096	7.99	7.6	10.09	8.23	4.49	6.57	6.33	11.33
peak18099	chr10	67119640	67141433	.	21794	536.14	543.24	542.92	470.52	537.6	547.71	495.03	574.87
peak18100	chr10	67289743	67406177	.	116435	1632.38	1787.7	1587.5	1714.52	1753.93	1639.84	1666.62	1796.73
peak18101	chr10	67411863	67413971	.	2109	13.31	14.36	17.42	17.21	17.08	20.81	19	18.54
peak18102	chr10	67417840	67521292	.	103453	700.35	739.24	753.85	708.4	665.25	697.78	654.4	744.86
peak18103	chr10	67528530	67544435	.	15906	380.8	381.03	416.36	376.27	497.14	465.55	452.81	385.31
peak18104	chr10	67550095	67580789	.	30695	274.28	296.54	284.3	306.7	302.06	311.1	271.26	247.26
peak18105	chr10	67592768	67644715	.	51948	283.16	295.7	296.22	288	269.7	266.19	308.2	260.65
peak18106	chr10	67653490	67685012	.	31523	315.11	314.28	311.81	276.78	310.15	322.05	311.37	323.49
peak18107	chr10	67688491	67709652	.	21162	265.41	276.27	306.31	275.28	260.71	285.9	300.82	319.37
peak18108	chr10	67713081	67834380	.	121300	2617.67	2498.21	2633.9	2505.95	2685.28	2643.25	2538.46	2539.53
peak18109	chr10	67837010	67887861	.	50852	742.96	781.48	844.65	792.18	846.85	855.52	813.78	784.01
peak18110	chr10	67903230	67940500	.	37271	294.7	228.95	246.7	242.37	202.27	240.99	246.99	253.44
peak18111	chr10	67945817	67984823	.	39007	427.85	397.08	463.13	439.85	409.94	397.64	391.59	394.58
peak18112	chr10	67991836	67997495	.	5660	16.87	9.29	10.09	15.71	22.47	16.43	17.94	15.45
peak18113	chr10	68003371	68010841	.	7471	13.31	8.45	9.17	5.24	8.99	7.67	13.72	15.45
peak18114	chr10	68014996	68031732	.	16737	24.85	21.97	26.6	14.21	19.78	19.72	36.94	18.54
peak18115	chr10	68039177	68046726	.	7550	7.1	16.05	11.01	15.71	10.79	16.43	13.72	18.54
peak18116	chr10	68050275	68088973	.	38699	145.57	140.24	177	140.63	133.95	145.69	166.77	141.14
peak18117	chr10	68283340	68306372	.	23033	196.17	196	210.93	205.71	187.89	185.13	179.43	176.17
peak18118	chr10	68313814	68341968	.	28155	216.59	228.95	270.54	224.41	204.07	219.08	224.82	230.77
peak18119	chr10	68346611	68352145	.	5535	61.25	49.85	58.69	35.16	44.95	44.91	66.5	40.18
peak18120	chr10	68360376	68366003	.	5628	46.16	41.4	24.76	28.43	38.66	38.34	31.66	40.18
peak18121	chr10	68369537	68386573	.	17037	146.46	157.14	141.23	128.66	116.87	105.16	141.44	124.66
peak18122	chr10	68393575	68409995	.	16421	111.84	110.68	119.22	112.21	90.8	112.83	126.66	108.17
peak18123	chr10	68415132	68446562	.	31431	239.66	226.42	270.54	233.39	217.56	213.61	230.1	236.95
peak18124	chr10	68450374	68506427	.	56054	340.86	331.18	346.66	328.39	308.35	327.53	328.26	357.49
peak18125	chr10	68524137	68531585	.	7449	54.15	48.16	34.85	40.39	31.46	37.24	39.05	47.39
peak18126	chr10	68544691	68547845	.	3155	24.85	14.36	24.76	20.95	18.88	27.39	17.94	18.54
peak18127	chr10	68554587	68603033	.	48447	488.21	497.62	447.54	450.32	445	483.08	497.14	494.51
peak18128	chr10	68605795	68609869	.	4075	31.96	36.33	42.19	29.17	33.26	30.67	31.66	39.15
peak18129	chr10	68613447	68669845	.	56399	810.42	833.02	821.72	846.79	889.1	913.58	802.17	874.67
peak18130	chr10	68673305	68695179	.	21875	338.19	347.23	393.43	388.98	434.21	457.89	413.75	411.06
peak18131	chr10	68697517	68712190	.	14674	237	221.35	243.95	231.89	242.73	281.52	241.71	247.26
peak18132	chr10	68715897	68738920	.	23024	982.62	964.82	942.78	973.21	1271.17	1290.4	1146.26	1237.31
peak18134	chr10	68761107	68777172	.	16066	128.71	135.18	126.56	150.36	157.32	135.83	166.77	161.75
peak18135	chr10	68802413	68809480	.	7068	71.01	84.48	66.95	97.25	87.2	77.77	72.83	65.94
peak18136	chr10	68820143	68829942	.	9800	67.46	74.35	69.7	80.04	76.41	63.53	78.11	74.18
peak18137	chr10	68834749	68848503	.	13755	129.6	132.64	150.4	135.4	133.95	157.74	140.38	164.84
peak18138	chr10	68853164	68858358	.	5195	41.72	41.4	36.68	46.38	37.76	42.72	30.61	29.88
peak18139	chr10	68880589	68888048	.	7460	78.11	76.88	80.7	74.06	83.61	79.97	70.72	82.42
peak18140	chr10	68905680	68911282	.	5603	52.37	59.14	63.28	62.84	44.05	59.15	52.77	63.87
peak18141	chr10	68914271	68918948	.	4678	44.38	50.69	44.02	40.39	39.56	37.24	46.44	41.21
peak18142	chr10	68976011	68979332	.	3322	35.51	32.1	42.19	24.69	25.17	31.77	39.05	35.03
peak18143	chr10	69016548	69029233	.	12686	113.62	123.35	118.31	121.18	97.09	120.5	122.44	132.9
peak18144	chr10	69139322	69146531	.	7210	91.43	87.02	86.21	74.06	83.61	81.06	96.05	81.39
peak18145	chr10	69151712	69158946	.	7235	85.21	90.4	79.79	74.06	71.92	75.58	93.94	78.3
peak18146	chr10	69166053	69172220	.	6168	60.36	64.21	60.53	71.06	50.34	76.68	61.22	56.66
peak18147	chr10	69175544	69191798	.	16255	194.39	210.37	221.94	186.26	177.1	209.23	193.15	190.59
peak18148	chr10	69206695	69220556	.	13862	618.69	649.69	661.23	629.85	738.97	784.32	697.68	748.98
peak18149	chr10	69292833	69324353	.	31521	446.49	479.03	467.72	445.09	492.65	468.84	467.58	475.97
peak18150	chr10	69351000	69353275	.	2276	23.97	28.72	31.18	42.64	43.15	37.24	34.83	35.03
peak18151	chr10	69357791	69420339	.	62549	1477.93	1543.54	1548.06	1535.74	1807.87	1704.47	1628.62	1731.83
peak18152	chr10	69425249	69431384	.	6136	63.91	65.05	82.54	79.29	76.41	67.92	74.94	64.9
peak18153	chr10	69440791	69479148	.	38358	431.4	433.41	406.27	463.04	382.97	384.49	379.98	410.03
peak18154	chr10	69481175	69485339	.	4165	57.7	53.23	49.52	47.13	43.15	35.05	42.22	36.06
peak18155	chr10	69488398	69493555	.	5158	49.71	42.24	41.27	41.14	43.15	48.2	44.33	40.18
peak18156	chr10	69504986	69559678	.	54693	703.02	735.02	657.56	700.17	660.76	628.77	692.4	655.23
peak18157	chr10	69563943	69598721	.	34779	551.23	569.43	615.37	544.58	649.97	672.59	660.74	614.02
peak18158	chr10	69605502	69631024	.	25523	282.27	285.56	261.37	300.71	247.22	225.66	253.32	268.89
peak18159	chr10	69653455	69672943	.	19489	264.52	251.76	247.62	249.1	257.11	237.71	220.6	245.2
peak18160	chr10	69688211	69693972	.	5762	73.67	69.28	70.62	80.04	51.24	63.53	61.22	58.72
peak18161	chr10	69700036	69710199	.	10164	170.43	166.43	121.97	150.36	151.03	136.93	126.66	127.75
peak18163	chr10	69841105	69852406	.	11302	103.85	87.86	81.62	90.51	86.3	89.82	83.38	73.15
peak18164	chr10	69866154	69876087	.	9934	83.44	90.4	87.12	97.25	66.53	92.02	83.38	68
peak18165	chr10	69889670	69906947	.	17278	162.44	130.95	127.48	130.91	115.97	130.35	123.49	133.93
peak18166	chr10	69912466	69931928	.	19463	475.78	490.86	461.3	475.01	508.83	474.32	497.14	482.15
peak18167	chr10	69954972	69973511	.	18540	204.16	184.18	170.58	172.05	151.03	140.21	167.82	156.6
peak18168	chr10	69978589	69985094	.	6506	85.21	75.19	63.28	89.77	48.55	52.58	71.77	74.18
peak18169	chr10	69994626	70030611	.	35986	647.98	618.43	608.95	588.71	620.3	630.96	571.02	632.57
peak18170	chr10	70046221	70093510	.	47290	673.72	664.89	654.81	689.7	663.45	628.77	655.46	636.69
peak18171	chr10	70198345	70211953	.	13609	158.89	180.8	199.93	197.48	168.11	181.84	180.49	175.14
peak18172	chr10	70214579	70222942	.	8364	136.7	127.57	146.74	148.11	142.04	121.59	143.55	133.93
peak18173	chr10	70224717	70259779	.	35063	1173.47	1175.18	1214.24	1246.99	1332.3	1361.61	1325.7	1333.13
peak18174	chr10	70277792	70281996	.	4205	42.61	27.04	26.6	41.14	30.57	42.72	30.61	21.63
peak18175	chr10	70285460	70309070	.	23611	347.07	298.23	335.66	357.57	344.31	409.69	369.42	367.79
peak18177	chr10	70519181	70522246	.	3066	27.52	32.1	27.51	33.66	42.25	46.01	34.83	31.94
peak18178	chr10	70594413	70604620	.	10208	237.89	234.02	219.19	237.13	285.88	310	299.76	277.13
peak18181	chr10	71012727	71018843	.	6117	49.71	54.07	49.52	51.62	77.31	73.39	73.88	42.24
peak18182	chr10	71151669	71169257	.	17589	498.86	510.29	522.75	499.69	570.86	603.58	515.08	548.09
peak18183	chr10	71193594	71219678	.	26085	661.3	694.46	672.23	682.22	639.18	695.59	607.96	654.2
peak18184	chr10	71237296	71252854	.	15559	66.57	65.05	71.53	59.84	63.83	69.01	73.88	90.66
peak18185	chr10	71284017	71329761	.	45745	1232.94	1216.58	1236.25	1280.65	1488.73	1578.5	1365.81	1419.67
peak18187	chr10	71388245	71427206	.	38962	684.37	733.33	735.51	673.24	818.08	811.71	751.51	788.13
peak18189	chr10	71626316	71632468	.	6153	23.08	27.88	22.93	30.67	26.07	27.39	34.83	18.54
peak18191	chr10	72606886	72614022	.	7137	10.65	16.05	12.84	14.96	9.89	27.39	19	16.48
peak18192	chr10	72622309	72655097	.	32789	1011.03	1032.4	1138.12	1041.28	1178.57	1229.06	1151.54	1198.17
peak18193	chr10	72703396	72708892	.	5497	59.47	54.07	60.53	53.86	54.84	55.87	61.22	61.81
peak18194	chr10	73096067	73101349	.	5283	75.45	76.04	81.62	79.29	106.98	97.49	100.27	97.87
peak18197	chr10	74802445	74807431	.	4987	27.52	22.81	25.68	26.18	36.86	18.62	17.94	23.7
peak18198	chr10	74826784	74858333	.	31550	366.6	387.78	383.35	394.97	341.62	314.39	366.26	328.65
peak18199	chr10	74861503	74874516	.	13014	132.26	136.87	117.39	122.68	115.97	108.45	124.55	134.96
peak18200	chr10	74878460	74892453	.	13994	283.16	287.25	274.21	288	256.21	277.14	272.32	245.2
peak18201	chr10	74895056	74921465	.	26410	1248.03	1293.46	1264.68	1316.56	1379.05	1345.17	1289.81	1386.7
peak18202	chr10	74940702	74989075	.	48374	2339.83	2382.47	2304.67	2330.16	2841.7	2887.53	2715.78	2803.28
peak18203	chr10	74990471	75009691	.	19221	300.02	294.85	293.47	285.01	319.14	333.01	290.26	323.49
peak18204	chr10	75011247	75064897	.	53651	867.23	917.5	914.35	926.08	979.9	974.92	919.33	1054.96
peak18206	chr10	75186209	75212122	.	25914	270.73	274.58	272.38	251.34	235.54	247.56	224.82	249.32
peak18207	chr10	75314633	75329975	.	15343	239.66	224.73	240.28	207.21	198.68	253.04	187.88	216.35
peak18208	chr10	75336776	75347700	.	10925	194.39	206.99	195.34	173.55	190.59	175.27	203.71	190.59
peak18209	chr10	75353135	75382063	.	28929	217.47	245.85	247.62	243.86	204.07	216.89	205.82	230.77
peak18210	chr10	75388398	75415247	.	26850	158	151.23	168.75	170.55	149.23	136.93	161.49	164.84
peak18211	chr10	75417491	75422349	.	4859	17.75	11.83	10.09	16.46	5.39	10.95	23.22	10.3
peak18212	chr10	75427507	75434858	.	7352	78.11	61.67	66.03	49.37	62.03	67.92	57	55.63
peak18213	chr10	75439583	75488669	.	49087	736.75	767.12	829.97	828.83	785.72	755.84	736.73	748.98
peak18214	chr10	75491917	75500820	.	8904	15.98	16.05	12.84	15.71	10.79	24.1	14.78	22.67
peak18215	chr10	75536310	75565825	.	29516	89.65	92.09	91.71	80.79	89.9	96.4	97.11	107.14
peak18216	chr10	75574398	75587082	.	12685	21.3	23.66	22.01	13.46	13.48	21.91	36.94	40.18
peak18217	chr10	75598956	75641404	.	42449	190.84	215.44	189.84	208.7	179.8	178.55	195.27	191.62
peak18218	chr10	75689180	75708277	.	19098	16.87	10.14	17.42	16.46	14.38	13.15	15.83	25.76
peak18219	chr10	75773322	75821812	.	48491	2111.71	2179.71	2256.06	2157.36	2403	2297.09	2204.92	2399.42
peak18220	chr10	75839265	75853169	.	13905	19.53	24.5	22.93	22.44	17.08	38.34	38	29.88
peak18221	chr10	75861767	75895912	.	34146	486.43	508.6	528.25	485.48	508.83	533.47	497.14	507.91
peak18222	chr10	75922333	75974309	.	51977	1103.34	1129.56	1134.45	1122.07	1343.09	1382.42	1315.14	1412.46
peak18223	chr10	75981179	76029701	.	48523	551.23	619.27	618.12	613.4	667.05	640.82	601.63	611.96
peak18224	chr10	76044108	76116841	.	72734	2325.63	2314.88	2284.49	2271.07	2335.57	2282.85	2266.14	2226.34
peak18225	chr10	76119914	76150303	.	30390	1381.18	1434.55	1431.59	1429.52	1471.65	1516.06	1409.08	1387.73
peak18226	chr10	76154489	76206164	.	51676	2541.33	2509.2	2515.6	2511.94	2737.42	2681.59	2523.68	2567.35
peak18227	chr10	76226681	76258315	.	31635	620.46	607.45	604.37	621.63	605.02	600.29	618.52	592.39
peak18228	chr10	76331466	76348822	.	17357	223.69	266.97	217.35	253.59	205.87	245.37	222.71	236.95
peak18229	chr10	76442222	76459124	.	16903	152.68	121.66	132.98	166.81	136.65	144.6	137.21	169.99
peak18230	chr10	76519708	76532259	.	12552	134.03	126.73	118.31	121.93	95.29	104.06	126.66	129.81
peak18231	chr10	76556630	76604484	.	47855	851.25	803.45	847.4	789.19	872.02	865.38	833.84	828.31
peak18232	chr10	76612734	76639116	.	26383	736.75	718.12	741.93	729.34	768.64	742.69	758.9	743.83
peak18233	chr10	76643859	76671943	.	28085	477.55	484.1	477.81	495.95	455.79	463.36	508.75	415.19
peak18234	chr10	76673808	76678856	.	5049	63.91	59.98	66.03	63.58	62.03	61.34	72.83	61.81
peak18235	chr10	76681946	76710976	.	29031	664.85	697.84	661.23	676.98	705.71	705.45	699.79	680.99
peak18236	chr10	76718743	76760885	.	42143	582.3	631.1	608.95	618.63	624.8	710.93	663.9	700.56
peak18237	chr10	76772022	76799227	.	27206	120.72	114.05	118.31	113.7	139.34	125.97	128.77	160.72
peak18238	chr10	76802778	76919834	.	117057	708.34	684.33	732.76	692.69	749.76	749.27	805.34	786.07
peak18239	chr10	76925040	77034288	.	109249	1947.49	1915.27	1883.72	1896.3	2056.89	2164.55	2088.82	2026.48
peak18240	chr10	77060741	77091105	.	30365	394.11	410.6	392.52	398.71	404.55	392.16	409.53	404.88
peak18241	chr10	77091975	77105311	.	13337	124.27	154.61	138.48	144.37	127.66	141.31	129.83	138.05
peak18242	chr10	77116964	77134714	.	17751	213.03	228.95	185.25	211.7	184.29	198.27	254.37	195.75
peak18243	chr10	77150815	77207755	.	56941	1141.51	1159.13	1117.94	1114.59	1256.79	1156.76	1144.15	1219.8
peak18244	chr10	77209633	77259395	.	49763	1380.29	1297.69	1418.75	1419.79	1441.08	1530.3	1384.8	1454.69
peak18246	chr10	77273401	77294659	.	21259	550.34	517.89	561.26	525.88	538.49	556.47	580.52	500.7
peak18247	chr10	77295058	77350718	.	55661	963.98	1092.39	1019.81	1014.35	981.7	939.87	976.33	963.27
peak18248	chr10	77353211	77481665	.	128455	4609.54	4510.64	4513.95	4455.36	4964.22	4813.27	4703.27	4812.24
peak18249	chr10	77572080	77583696	.	11617	94.09	85.33	69.7	68.82	70.12	77.77	83.38	68
peak18250	chr10	77654423	77746897	.	92475	2969.18	2842.07	2932.88	2818.64	3180.62	3199.72	2978.6	3214.34
peak18251	chr10	77749645	77880338	.	130694	2711.76	2747.44	2697.18	2737.85	2689.78	2588.48	2642.95	2545.72
peak18252	chr10	77882155	77949932	.	67778	2020.28	1969.34	1948.83	2018.98	2299.61	2300.38	2099.37	2277.85
peak18253	chr10	77956120	77979783	.	23664	516.61	517.05	518.16	489.22	609.51	544.42	576.3	598.57
peak18254	chr10	78009123	78023955	.	14833	106.52	129.26	99.96	95	79.11	99.68	99.22	106.11
peak18255	chr10	78025424	78111517	.	86094	583.18	618.43	610.79	581.23	570.86	626.58	576.3	666.56
peak18256	chr10	78116956	78132131	.	15176	112.73	112.36	110.97	115.2	118.67	96.4	105.55	111.27
peak18257	chr10	78140529	78159675	.	19147	182.86	185.02	177	185.52	173.5	188.41	169.93	180.29
peak18258	chr10	78246732	78266241	.	19510	65.69	66.74	66.03	64.33	59.33	64.63	86.55	71.09
peak18259	chr10	78353604	78356832	.	3229	23.08	28.72	21.09	15.71	17.98	18.62	15.83	18.54
peak18260	chr10	78358961	78397572	.	38612	345.29	345.54	325.57	332.13	305.66	313.29	334.59	330.71
peak18261	chr10	78413487	78422287	.	8801	28.4	29.57	25.68	32.91	33.26	25.19	42.22	42.24
peak18262	chr10	78429761	78436878	.	7118	34.62	36.33	42.19	37.4	35.96	39.44	41.16	43.27
peak18263	chr10	78464664	78572500	.	107837	1904	1882.32	1921.32	1869.37	1873.49	1870.98	1869.28	1858.55
peak18264	chr10	78588474	78699019	.	110546	2537.78	2469.49	2504.59	2505.21	2484.81	2499.75	2471.96	2452.99
peak18265	chr10	78700923	78728005	.	27083	639.99	599.84	667.65	617.89	594.23	602.48	563.63	534.69
peak18266	chr10	78732663	78798692	.	66030	2144.55	2156.05	2091.9	2176.81	2591.79	2429.64	2294.64	2303.61
peak18267	chr10	78825822	78830593	.	4772	37.28	48.16	33.02	41.14	25.17	26.29	30.61	37.09
peak18268	chr10	78914547	78920144	.	5598	77.23	59.14	74.28	64.33	59.33	62.44	46.44	57.69
peak18269	chr10	78948848	78962666	.	13819	123.38	119.97	92.63	119.69	91.7	90.92	94.99	82.42
peak18270	chr10	78977521	78994064	.	16544	197.06	153.76	143.98	172.05	125.86	128.16	129.83	117.45
peak18271	chr10	79010351	79016574	.	6224	71.01	58.29	44.02	67.32	35.96	50.39	43.28	36.06
peak18272	chr10	79024664	79038067	.	13404	132.26	115.74	118.31	99.49	101.59	95.3	105.55	94.78
peak18273	chr10	79096732	79126044	.	29313	1446.86	1351.76	1323.37	1376.4	1512.1	1501.82	1443.91	1407.3
peak18274	chr10	79131800	79136305	.	4506	69.24	53.23	61.45	68.07	57.54	64.63	54.89	43.27
peak18276	chr10	79147503	79174792	.	27290	298.25	293.16	302.64	258.08	263.4	251.95	273.37	247.26
peak18277	chr10	79181550	79191521	.	9972	112.73	92.93	109.13	96.5	89	95.3	86.55	88.6
peak18278	chr10	79209075	79212482	.	3408	33.73	35.48	29.35	29.17	35.96	38.34	38	29.88
peak18280	chr10	79226819	79236581	.	9763	67.46	68.43	64.2	64.33	47.65	59.15	47.5	44.3
peak18281	chr10	79254124	79258997	.	4874	39.94	38.02	49.52	42.64	40.45	42.72	52.77	37.09
peak18283	chr10	79312203	79329683	.	17481	361.27	331.18	336.57	334.38	344.31	350.53	343.03	364.7
peak18284	chr10	79341220	79352511	.	11292	138.47	118.28	131.14	127.17	99.79	107.35	125.6	122.6
peak18285	chr10	79355250	79400403	.	45154	1415.8	1407.52	1554.48	1469.91	1547.16	1528.11	1413.3	1425.85
peak18286	chr10	79421075	79442632	.	21558	619.58	653.91	636.47	641.82	678.74	676.97	632.24	672.74
peak18287	chr10	79449187	79537817	.	88631	2970.06	2991.6	2864.09	3059.51	3027.8	3077.03	2895.21	2868.18
peak18288	chr10	79555598	79584997	.	29400	1173.47	1167.58	1142.7	1187.9	1168.69	1118.42	1085.05	1173.44
peak18289	chr10	79587588	79624939	.	37352	2184.5	2097.76	2092.82	2096.77	2545.94	2595.05	2334.75	2394.27
peak18290	chr10	79628728	79669264	.	40537	1531.19	1620.42	1549.89	1548.45	1808.77	1858.93	1735.23	1763.77
peak18291	chr10	79677034	79682207	.	5174	38.17	25.35	40.35	41.14	38.66	32.86	29.55	42.24
peak18292	chr10	79695416	79704582	.	9167	70.12	48.16	55.03	74.8	51.24	64.63	59.11	54.6
peak18293	chr10	79711244	79732605	.	21362	849.48	874.42	859.32	852.02	1050.02	1008.88	883.45	933.39
peak18294	chr10	79746546	79757306	.	10761	102.97	110.68	95.38	93.51	83.61	90.92	103.44	87.57
peak18295	chr10	79766917	79799741	.	32825	438.5	427.49	401.69	417.41	417.13	469.93	423.25	437.85
peak18296	chr10	79810006	79814652	.	4647	17.75	20.28	19.26	11.22	18.88	20.81	22.17	14.42
peak18297	chr10	79820694	79848782	.	28089	230.79	213.75	220.1	239.37	204.97	203.75	235.37	200.9
peak18298	chr10	79867597	79893475	.	25879	690.59	698.69	727.26	746.55	794.71	791.99	715.62	789.16
peak18300	chr10	79918183	79943126	.	24944	610.7	554.22	611.7	551.31	588.84	614.53	527.75	549.12
peak18301	chr10	79954731	79960315	.	5585	49.71	43.93	45.85	35.91	47.65	64.63	34.83	45.33
peak18302	chr10	79967137	79975170	.	8034	281.38	273.73	288.89	275.28	278.69	273.85	239.6	308.04
peak18304	chr10	80106312	80111100	.	4789	17.75	15.21	10.09	12.72	11.69	12.05	11.61	13.39
peak18305	chr10	80170404	80226772	.	56369	1362.54	1332.32	1397.66	1353.96	1551.66	1578.5	1367.92	1523.72
