peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K27ac_Rep1_S5	Arm_P14_Day30_H3K27ac_Rep2_S6	Arm_P14_Day30_H3K27ac_Rep3_S7	Arm_P14_Day30_H3K27ac_Rep4_S8
peak21299	chr10	43539523	43541435	.	1913	49.99	61.69	63.89	71.94
peak21300	chr10	43580240	43581352	.	1113	3.28	0	3.41	4
peak21301	chr10	43705496	43707312	.	1817	3.28	5.97	6.82	6.39
peak21302	chr10	43721776	43724016	.	2241	3.28	1	3.41	0
peak21303	chr10	43739616	43741185	.	1570	11.47	12.94	13.63	14.39
peak21304	chr10	43757023	43758672	.	1650	4.1	1.99	5.11	1.6
peak21305	chr10	43900651	43902583	.	1933	75.4	75.63	68.15	63.94
peak21306	chr10	43934039	43935427	.	1389	25.41	11.94	19.59	13.59
peak21308	chr10	43977173	43978252	.	1080	49.99	55.72	58.78	40.76
peak21309	chr10	43979649	43981721	.	2073	170.47	187.07	177.19	179.84
peak21310	chr10	43995678	43999071	.	3394	356.51	334.34	322.01	294.94
peak21311	chr10	44002572	44004293	.	1722	57.37	64.68	65.59	74.33
peak21314	chr10	44267349	44269699	.	2351	145.06	146.28	155.89	145.47
peak21315	chr10	44282008	44283799	.	1792	21.31	35.82	35.78	23.18
peak21316	chr10	44339553	44342572	.	3020	37.7	33.83	37.48	23.18
peak21318	chr10	44377444	44378230	.	787	15.57	10.95	19.59	8.79
peak21319	chr10	44379587	44381746	.	2160	74.58	57.71	67.3	69.54
peak21320	chr10	44399882	44401518	.	1637	31.14	26.87	34.93	27.98
peak21321	chr10	44402748	44404028	.	1281	18.03	25.87	21.3	33.57
peak21322	chr10	44418913	44420611	.	1699	17.21	20.9	25.56	23.18
peak21323	chr10	44429003	44430318	.	1316	41.8	38.81	36.63	40.76
peak21324	chr10	44447052	44448944	.	1893	316.35	308.47	287.08	330.9
peak21325	chr10	44449407	44451427	.	2021	232.75	202.99	231.71	242.98
peak21326	chr10	44454578	44455862	.	1285	42.62	59.7	57.93	61.55
peak21327	chr10	44456843	44459424	.	2582	118.84	139.31	139.71	126.29
peak21328	chr10	44461846	44462938	.	1093	60.65	52.74	57.93	69.54
peak21330	chr10	44528890	44530961	.	2072	40.98	47.76	40.04	45.56
peak21331	chr10	44536972	44539221	.	2250	114.74	117.42	97.97	122.29
peak21332	chr10	44601219	44602880	.	1662	9.83	6.97	10.22	6.39
peak21333	chr10	44701619	44703403	.	1785	22.13	17.91	16.19	14.39
peak21334	chr10	44703819	44705628	.	1810	22.13	19.9	26.41	13.59
peak21335	chr10	44708058	44710078	.	2021	9.83	12.94	15.33	12.79
peak21337	chr10	44820176	44822655	.	2480	121.29	116.42	139.71	148.67
peak21339	chr10	45002075	45003972	.	1898	76.22	64.68	71.56	63.14
peak21340	chr10	45018995	45021227	.	2233	417.97	387.08	396.97	412.43
peak21341	chr10	45026719	45028112	.	1394	27.05	23.88	15.33	24.78
peak21342	chr10	45066134	45068209	.	2076	45.08	53.73	70.71	52.75
peak21344	chr10	45083779	45085865	.	2087	32.78	28.86	27.26	24.78
peak21345	chr10	45102427	45103856	.	1430	8.2	12.94	17.04	11.99
peak21346	chr10	45106861	45108367	.	1507	24.59	26.87	30.67	16.79
peak21347	chr10	45128761	45129959	.	1199	8.2	6.97	3.41	3.2
peak21349	chr10	45577331	45579427	.	2097	48.35	39.8	54.52	62.34
peak21352	chr10	45821282	45822954	.	1673	4.1	1.99	0.85	0
peak21353	chr10	47453410	47455671	.	2262	29.5	13.93	21.3	27.18
peak21354	chr10	48432971	48434727	.	1757	6.56	1	7.67	1.6
peak21356	chr10	50591452	50593719	.	2268	424.53	475.64	396.12	485.17
peak21357	chr10	50602568	50603776	.	1209	28.68	22.89	23.85	27.18
peak21358	chr10	50649979	50651247	.	1269	12.29	2.99	9.37	7.19
peak21361	chr10	51452213	51457218	.	5006	454.03	421.91	453.2	429.22
peak21362	chr10	51479666	51481980	.	2315	125.39	129.36	124.37	114.3
peak21363	chr10	51490162	51491736	.	1575	83.59	79.61	62.19	75.13
peak21365	chr10	52380355	52383329	.	2975	228.65	262.7	246.19	289.34
peak21366	chr10	52416771	52419208	.	2438	128.67	133.34	127.78	126.29
peak21367	chr10	53343530	53345201	.	1672	8.2	11.94	13.63	11.99
peak21371	chr10	53373812	53375826	.	2015	43.44	48.76	39.19	43.96
peak21372	chr10	53378734	53380659	.	1926	57.37	49.75	50.26	68.74
peak21374	chr10	53525194	53528726	.	3533	53.27	65.67	54.52	61.55
peak21375	chr10	53595150	53599076	.	3927	236.85	186.08	195.93	274.95
peak21376	chr10	53628934	53631041	.	2108	81.14	68.66	63.89	81.53
peak21378	chr10	53959201	53961543	.	2343	50.81	48.76	59.63	52.75
peak21379	chr10	53989802	53992127	.	2326	39.34	44.78	39.19	43.16
peak21380	chr10	54005416	54007345	.	1930	17.21	11.94	23	21.58
peak21381	chr10	54013442	54015698	.	2257	63.93	61.69	43.45	35.97
peak21383	chr10	54031730	54033378	.	1649	51.63	71.65	57.93	51.15
peak21384	chr10	54035159	54036134	.	976	38.52	45.77	44.3	43.96
peak21385	chr10	54037101	54041764	.	4664	770.38	778.15	714.72	778.51
peak21386	chr10	54047697	54049289	.	1593	8.2	9.95	10.22	7.99
peak21387	chr10	54064351	54067252	.	2902	63.11	52.74	51.96	58.35
peak21388	chr10	54070208	54076502	.	6295	391.75	402.01	365.45	389.25
peak21389	chr10	54091370	54092849	.	1480	14.75	30.85	19.59	19.98
peak21390	chr10	54117411	54119736	.	2326	31.96	42.79	40.89	31.17
peak21391	chr10	56106537	56108665	.	2129	62.29	58.71	50.26	51.95
peak21392	chr10	56114585	56116142	.	1558	13.11	15.92	15.33	20.78
peak21393	chr10	56227880	56229977	.	2098	89.33	105.48	101.37	113.5
peak21394	chr10	56377137	56378739	.	1603	3.28	2.99	4.26	1.6
peak21395	chr10	57485090	57487859	.	2770	75.4	61.69	74.97	71.14
peak21396	chr10	57531203	57533005	.	1803	144.24	151.25	134.6	138.28
peak21398	chr10	57727131	57728264	.	1134	9.83	2.99	5.11	10.39
peak21400	chr10	57743427	57744417	.	991	37.7	35.82	36.63	44.76
peak21401	chr10	57751857	57756479	.	4623	560.57	503.51	540.94	540.32
peak21402	chr10	57760538	57761830	.	1293	14.75	10.95	8.52	10.39
peak21403	chr10	57793790	57796591	.	2802	423.71	466.69	428.49	471.58
peak21404	chr10	57799040	57799979	.	940	52.45	60.7	62.19	47.96
peak21405	chr10	57834914	57836605	.	1692	28.68	26.87	29.82	17.58
peak21410	chr10	58254691	58256667	.	1977	63.11	55.72	53.67	61.55
peak21411	chr10	58281066	58283072	.	2007	49.17	58.71	47.71	40.76
peak21412	chr10	58322648	58324758	.	2111	90.97	91.55	85.19	93.52
peak21413	chr10	58350507	58355372	.	4866	203.25	208.96	245.34	201.42
peak21414	chr10	58359203	58360602	.	1400	6.56	9.95	15.33	7.99
peak21415	chr10	58367798	58373125	.	5328	878.56	922.43	806.73	898.4
peak21416	chr10	58381719	58384766	.	3048	196.69	161.2	184.01	187.83
peak21417	chr10	58391507	58394229	.	2723	136.05	161.2	137.15	167.05
peak21418	chr10	58405598	58406661	.	1064	21.31	20.9	27.26	27.98
peak21419	chr10	58445061	58448329	.	3269	422.89	403	438.72	460.39
peak21420	chr10	58462278	58465154	.	2877	174.56	143.29	150.78	155.86
peak21421	chr10	58471673	58473474	.	1802	20.49	41.79	34.93	19.18
peak21422	chr10	58496452	58499026	.	2575	367.98	416.93	328.82	362.08
peak21423	chr10	58529014	58530133	.	1120	14.75	13.93	21.3	21.58
peak21424	chr10	58713263	58715346	.	2084	10.65	16.92	14.48	8.79
peak21425	chr10	59221098	59222685	.	1588	47.53	43.78	40.89	42.36
peak21427	chr10	59322559	59324591	.	2033	80.32	76.62	92	79.93
peak21428	chr10	59334218	59336405	.	2188	225.38	225.88	203.6	195.03
peak21429	chr10	59366861	59368685	.	1825	36.88	51.74	41.74	42.36
peak21430	chr10	59379377	59381496	.	2120	399.94	411.96	404.64	379.66
peak21431	chr10	59391192	59392684	.	1493	22.95	29.85	17.04	21.58
peak21432	chr10	59430665	59431915	.	1251	31.14	31.84	22.15	35.17
peak21433	chr10	59435205	59436579	.	1375	8.2	5.97	4.26	3.2
peak21435	chr10	59538999	59541080	.	2082	18.03	13.93	28.96	16.79
peak21436	chr10	59568789	59571576	.	2788	77.04	73.64	67.3	64.74
peak21437	chr10	59577161	59579460	.	2300	198.33	220.91	201.89	193.43
peak21438	chr10	59588959	59590686	.	1728	80.32	80.6	79.22	82.33
peak21440	chr10	59614676	59617348	.	2673	75.4	81.6	85.19	75.93
peak21441	chr10	59635860	59638368	.	2509	168.83	209.96	182.3	174.24
peak21442	chr10	59642282	59644178	.	1897	15.57	20.9	21.3	23.98
peak21444	chr10	59698503	59699637	.	1135	27.05	27.86	40.89	20.78
peak21445	chr10	59701326	59703616	.	2291	87.69	61.69	57.93	63.14
peak21446	chr10	59747982	59749369	.	1388	23.77	12.94	28.96	21.58
peak21447	chr10	59792230	59793969	.	1740	4.92	5.97	4.26	7.99
peak21450	chr10	59863828	59865836	.	2009	18.03	30.85	15.33	21.58
peak21451	chr10	59878696	59880591	.	1896	61.47	73.64	66.45	79.13
peak21452	chr10	59885059	59886649	.	1591	40.16	28.86	40.89	31.97
peak21453	chr10	59890835	59891940	.	1106	20.49	14.93	20.45	13.59
peak21454	chr10	59896595	59897726	.	1132	67.2	60.7	56.22	55.95
peak21455	chr10	59899118	59902593	.	3476	217.18	204.98	228.3	203.02
peak21456	chr10	59906718	59908741	.	2024	84.41	69.65	81.78	63.14
peak21457	chr10	59915644	59917386	.	1743	3.28	3.98	2.56	6.39
peak21458	chr10	59919675	59921404	.	1730	35.24	31.84	36.63	35.17
peak21459	chr10	59932165	59933327	.	1163	47.53	35.82	41.74	51.95
peak21460	chr10	59947093	59949491	.	2399	40.98	46.77	51.11	52.75
peak21461	chr10	59950142	59953223	.	3082	104.08	119.41	115	97.51
peak21462	chr10	59969628	59970922	.	1295	27.05	21.89	31.52	21.58
peak21463	chr10	59973646	59975802	.	2157	105.72	145.28	127.78	113.5
peak21464	chr10	59979910	59982946	.	3037	230.29	258.72	230.01	253.37
peak21465	chr10	59999577	60000893	.	1317	2.46	5.97	9.37	8.79
peak21466	chr10	60001974	60004397	.	2424	179.48	164.19	153.34	176.64
peak21467	chr10	60027172	60028985	.	1814	50.81	47.76	40.89	43.16
peak21468	chr10	60037826	60039407	.	1582	24.59	34.83	20.45	20.78
peak21469	chr10	60077507	60078391	.	885	5.74	7.96	9.37	7.99
peak21470	chr10	60080228	60082464	.	2237	93.43	84.58	92	81.53
peak21471	chr10	60090239	60091779	.	1541	9.02	4.98	5.11	2.4
peak21472	chr10	60105799	60107448	.	1650	4.1	1.99	10.22	11.19
peak21473	chr10	60114397	60117217	.	2821	30.32	42.79	48.56	34.37
peak21474	chr10	60137912	60139706	.	1795	30.32	18.91	24.7	25.58
peak21475	chr10	60160541	60163630	.	3090	54.09	40.8	51.96	34.37
peak21476	chr10	60169255	60171896	.	2642	31.96	24.88	40.04	27.98
peak21477	chr10	60277150	60279841	.	2692	77.86	80.6	94.56	87.92
peak21478	chr10	60281921	60283146	.	1226	20.49	23.88	36.63	33.57
peak21479	chr10	60283868	60285403	.	1536	42.62	44.78	45.15	46.36
peak21480	chr10	60289186	60290984	.	1799	59.01	63.68	56.22	66.34
peak21481	chr10	60344151	60345239	.	1089	93.43	96.52	99.67	94.32
peak21482	chr10	60346212	60352655	.	6444	765.46	749.29	772.65	838.45
peak21483	chr10	60367243	60367827	.	585	45.08	44.78	47.71	42.36
peak21484	chr10	60369300	60372269	.	2970	256.52	249.76	260.67	266.16
peak21485	chr10	60379804	60383622	.	3819	195.05	202.99	195.93	174.24
peak21486	chr10	60388699	60391776	.	3078	299.14	309.47	248.75	308.52
peak21487	chr10	60395666	60398074	.	2409	122.11	131.35	109.04	117.5
peak21488	chr10	60566014	60567486	.	1473	26.23	23.88	27.26	23.18
peak21490	chr10	60745966	60747329	.	1364	19.67	23.88	19.59	19.18
peak21491	chr10	60751835	60753524	.	1690	67.2	61.69	56.22	64.74
peak21493	chr10	60815602	60817506	.	1905	26.23	26.87	28.96	18.38
peak21494	chr10	61145448	61148378	.	2931	129.49	124.38	113.3	136.68
peak21495	chr10	61231235	61234766	.	3532	78.68	80.6	74.11	92.72
peak21496	chr10	61260814	61262605	.	1792	21.31	21.89	16.19	23.98
peak21497	chr10	61272398	61273117	.	720	31.14	28.86	27.26	27.98
peak21498	chr10	61273419	61276756	.	3338	293.4	294.54	272.6	306.13
peak21499	chr10	61280897	61282657	.	1761	22.13	20.9	31.52	22.38
peak21500	chr10	61296547	61299529	.	2983	333.56	336.33	339.9	334.1
peak21501	chr10	61300366	61301741	.	1376	77.86	87.57	95.41	83.13
peak21502	chr10	61305040	61306877	.	1838	109.82	106.47	100.52	114.3
peak21503	chr10	61316930	61318457	.	1528	50.81	39.8	56.22	47.96
peak21504	chr10	61325951	61329772	.	3822	634.33	545.3	567.35	604.26
peak21505	chr10	61334009	61337656	.	3648	194.23	190.06	189.12	189.43
peak21507	chr10	61443918	61446866	.	2949	102.44	119.41	87.74	108.7
peak21508	chr10	61451183	61453223	.	2041	97.53	88.56	73.26	64.74
peak21509	chr10	61475049	61476734	.	1686	30.32	26.87	24.7	31.97
peak21510	chr10	61534382	61537569	.	3188	57.37	55.72	79.22	59.95
peak21511	chr10	61538003	61538657	.	655	4.1	5.97	3.41	4
peak21512	chr10	61558085	61560846	.	2762	117.2	109.46	109.89	103.11
peak21513	chr10	61648079	61649805	.	1727	40.98	56.72	56.22	50.36
peak21514	chr10	61679377	61681431	.	2055	170.47	150.26	168.67	202.22
peak21515	chr10	61694531	61695996	.	1466	81.14	93.54	72.41	75.93
peak21520	chr10	62325477	62328307	.	2831	267.17	231.85	236.82	246.98
peak21521	chr10	62328936	62329649	.	714	34.42	44.78	36.63	43.16
peak21522	chr10	62338797	62341617	.	2821	265.53	274.64	264.93	263.76
peak21523	chr10	62448760	62450643	.	1884	151.62	138.31	142.26	131.08
peak21524	chr10	62485533	62487793	.	2261	137.68	153.24	149.93	153.46
peak21525	chr10	62503055	62508952	.	5898	590.08	599.03	639.76	598.67
peak21526	chr10	62542844	62545125	.	2282	288.48	287.58	311.79	306.93
peak21527	chr10	62553114	62554567	.	1454	136.87	124.38	128.63	120.69
peak21528	chr10	62577601	62579149	.	1549	52.45	44.78	34.93	36.77
peak21529	chr10	62589935	62591541	.	1607	25.41	17.91	23.85	28.77
peak21530	chr10	62599790	62604142	.	4353	204.89	241.8	219.78	207.02
peak21531	chr10	62649990	62652488	.	2499	220.46	262.7	198.49	256.57
peak21532	chr10	62664588	62666367	.	1780	72.94	72.64	78.37	71.14
peak21533	chr10	62791046	62793748	.	2703	202.43	192.05	158.45	191.03
peak21534	chr10	62840546	62841496	.	951	2.46	2.99	3.41	2.4
peak21535	chr10	62851177	62852471	.	1295	5.74	6.97	6.82	5.6
peak21536	chr10	62858140	62859719	.	1580	10.65	7.96	8.52	2.4
peak21537	chr10	62863935	62866319	.	2385	72.12	52.74	57.93	59.95
peak21538	chr10	62885837	62887454	.	1618	16.39	16.92	19.59	23.18
peak21539	chr10	62919636	62921661	.	2026	91.79	90.55	81.78	107.1
peak21540	chr10	62946064	62947947	.	1884	24.59	23.88	23.85	26.38
peak21542	chr10	62979500	62981279	.	1780	59.83	62.69	57.08	71.14
peak21543	chr10	62983462	62985489	.	2028	159.81	162.2	155.04	175.04
peak21544	chr10	63022005	63025335	.	3331	218	254.74	218.93	241.38
peak21545	chr10	63088901	63090110	.	1210	4.92	8.96	8.52	5.6
peak21546	chr10	63092336	63093619	.	1284	11.47	6.97	5.11	4
peak21547	chr10	63174587	63177612	.	3026	91.79	110.45	88.6	101.51
peak21548	chr10	63231064	63233129	.	2066	267.99	261.7	229.15	262.17
peak21549	chr10	63242855	63246018	.	3164	248.32	263.69	255.56	242.98
peak21550	chr10	63246980	63248122	.	1143	49.99	62.69	52.82	56.75
peak21551	chr10	63257399	63261075	.	3677	113.92	109.46	112.45	122.29
peak21553	chr10	63339010	63340508	.	1499	26.23	31.84	40.04	32.77
peak21554	chr10	63346626	63347946	.	1321	15.57	18.91	29.82	15.19
peak21555	chr10	63381050	63383125	.	2076	49.99	72.64	69	80.73
peak21556	chr10	63386116	63387590	.	1475	36.88	46.77	49.41	47.96
peak21557	chr10	63428081	63430798	.	2718	172.93	185.08	186.56	165.45
peak21558	chr10	66863655	66865966	.	2312	121.29	106.47	101.37	131.08
peak21560	chr10	66919745	66921424	.	1680	29.5	28.86	25.56	39.96
peak21561	chr10	66930326	66931302	.	977	7.38	13.93	11.07	13.59
peak21562	chr10	66952295	66954754	.	2460	141.78	153.24	140.56	135.08
peak21563	chr10	66955768	66957343	.	1576	51.63	37.81	49.41	47.16
peak21564	chr10	67003612	67005706	.	2095	179.48	166.18	152.49	172.65
peak21566	chr10	67052044	67053173	.	1130	15.57	19.9	10.22	19.18
peak21567	chr10	67064664	67066401	.	1738	55.73	62.69	63.04	52.75
peak21568	chr10	67068465	67069996	.	1532	79.5	91.55	80.93	77.53
peak21569	chr10	67070950	67073024	.	2075	56.55	51.74	65.59	51.95
peak21570	chr10	67095674	67098423	.	2750	54.91	68.66	55.37	69.54
peak21572	chr10	67111316	67113359	.	2044	31.14	36.82	39.19	42.36
peak21574	chr10	67182275	67183422	.	1148	22.13	27.86	31.52	23.98
peak21575	chr10	67184427	67189730	.	5304	913.8	871.68	795.65	864.03
peak21576	chr10	67196200	67197293	.	1094	23.77	30.85	28.11	18.38
peak21577	chr10	67202013	67203736	.	1724	92.61	83.59	70.71	103.91
peak21578	chr10	67204342	67206191	.	1850	129.49	131.35	120.11	136.68
peak21579	chr10	67209586	67210722	.	1137	27.86	31.84	45.15	35.97
peak21580	chr10	67221784	67223826	.	2043	27.05	14.93	17.89	20.78
peak21581	chr10	67277724	67279684	.	1961	46.71	37.81	34.08	28.77
peak21582	chr10	67283717	67286219	.	2503	73.76	58.71	69.85	54.35
peak21584	chr10	67496705	67498527	.	1823	80.32	100.5	92.85	94.32
peak21585	chr10	67502907	67504754	.	1848	104.08	105.48	103.08	83.93
peak21586	chr10	67536381	67538318	.	1938	91.79	107.47	90.3	105.51
peak21587	chr10	67548350	67550290	.	1941	204.89	223.89	205.3	207.02
peak21588	chr10	67581748	67582687	.	940	23.77	25.87	34.08	19.98
peak21589	chr10	67585004	67587343	.	2340	290.94	331.36	258.97	270.16
peak21590	chr10	67607327	67608457	.	1131	22.95	34.83	38.33	28.77
peak21591	chr10	67610039	67611532	.	1494	82.77	95.53	72.41	75.13
peak21592	chr10	67619582	67620968	.	1387	50.81	55.72	57.93	51.15
peak21593	chr10	67623112	67624225	.	1114	36.88	40.8	29.82	33.57
peak21594	chr10	67636360	67637714	.	1355	37.7	35.82	41.74	35.17
peak21595	chr10	67643171	67645637	.	2467	289.3	306.48	262.38	271.76
peak21596	chr10	67646531	67649209	.	2679	317.99	306.48	303.27	333.3
peak21597	chr10	67656816	67658589	.	1774	95.07	98.51	99.67	103.91
peak21598	chr10	67662705	67664072	.	1368	18.85	20.9	23.85	15.99
peak21602	chr10	67701530	67703773	.	2244	25.41	16.92	20.45	19.18
peak21603	chr10	67716762	67718272	.	1511	15.57	18.91	17.89	10.39
peak21604	chr10	67887423	67888668	.	1246	4.92	1	4.26	6.39
peak21605	chr10	67911326	67912895	.	1570	9.83	10.95	10.22	7.99
peak21607	chr10	68035528	68037485	.	1958	135.23	119.41	118.41	138.28
peak21608	chr10	68039116	68040815	.	1700	49.99	46.77	51.96	51.95
peak21609	chr10	68053786	68055040	.	1255	18.85	16.92	13.63	18.38
peak21610	chr10	68081408	68082981	.	1574	2.46	4.98	4.26	4.8
peak21611	chr10	68104520	68106375	.	1856	112.28	111.45	115.86	115.9
peak21612	chr10	68118827	68120214	.	1388	16.39	8.96	17.89	15.19
peak21613	chr10	68136038	68137534	.	1497	16.39	21.89	14.48	18.38
peak21615	chr10	68153599	68155471	.	1873	37.7	33.83	33.22	34.37
peak21616	chr10	68165366	68167409	.	2044	12.29	20.9	17.89	16.79
peak21617	chr10	68191486	68193959	.	2474	167.19	168.17	176.34	163.05
peak21618	chr10	68197962	68200522	.	2561	73.76	83.59	87.74	73.53
peak21619	chr10	68221259	68223281	.	2023	127.03	135.33	121.82	101.51
peak21620	chr10	68233349	68235222	.	1874	140.14	159.21	155.89	115.9
peak21621	chr10	68238055	68242606	.	4552	799.88	700.53	711.32	708.17
peak21622	chr10	68246928	68250141	.	3214	59.01	62.69	57.93	55.95
peak21623	chr10	68276173	68281512	.	5340	500.75	458.73	467.68	460.39
peak21624	chr10	68281984	68282704	.	721	18.85	17.91	19.59	21.58
peak21626	chr10	68354953	68356714	.	1762	18.03	10.95	17.04	11.99
peak21627	chr10	68445032	68447052	.	2021	110.64	128.36	87.74	99.91
peak21629	chr10	68511941	68513421	.	1481	33.6	41.79	53.67	41.56
peak21630	chr10	68540286	68542620	.	2335	125.39	104.48	104.78	104.71
peak21631	chr10	68552042	68554076	.	2035	40.16	46.77	42.59	44.76
peak21632	chr10	68632796	68634012	.	1217	1.64	1	0	2.4
peak21633	chr10	68672570	68674424	.	1855	13.11	14.93	11.93	14.39
peak21634	chr10	69348128	69349572	.	1445	49.17	44.78	64.74	31.17
peak21635	chr10	69350198	69353597	.	3400	144.24	130.35	180.6	121.49
peak21636	chr10	69533453	69537944	.	4492	40.16	53.73	57.93	40.76
peak21637	chr10	69542009	69543766	.	1758	7.38	12.94	11.93	10.39
peak21638	chr10	69570841	69572569	.	1729	39.34	45.77	25.56	33.57
peak21639	chr10	70032506	70033906	.	1401	51.63	51.74	48.56	42.36
peak21640	chr10	70039374	70041136	.	1763	60.65	57.71	56.22	61.55
peak21641	chr10	70094674	70097279	.	2606	273.73	274.64	239.38	285.35
peak21642	chr10	70105845	70107512	.	1668	37.7	32.84	44.3	27.98
peak21643	chr10	70118767	70121209	.	2443	72.12	63.68	61.34	56.75
peak21644	chr10	70131930	70133726	.	1797	30.32	27.86	23	26.38
peak21645	chr10	70162605	70163902	.	1298	27.86	27.86	29.82	29.57
peak21646	chr10	70179565	70182164	.	2600	217.18	209.96	218.93	191.83
peak21648	chr10	71236030	71240297	.	4268	203.25	219.91	208.71	190.23
peak21649	chr10	71246128	71247747	.	1620	43.44	37.81	44.3	29.57
peak21650	chr10	71263547	71265053	.	1507	25.41	33.83	28.96	27.98
peak21652	chr10	71284000	71285914	.	1915	26.23	23.88	32.37	34.37
peak21653	chr10	71290975	71292723	.	1749	19.67	19.9	19.59	26.38
peak21655	chr10	71339027	71340585	.	1559	15.57	15.92	16.19	16.79
peak21656	chr10	71343866	71345590	.	1725	47.53	44.78	40.04	42.36
peak21657	chr10	71346565	71349074	.	2510	110.64	109.46	103.08	127.09
peak21659	chr10	72619918	72621346	.	1429	35.24	46.77	50.26	42.36
peak21660	chr10	72653989	72656231	.	2243	169.65	172.15	178.89	164.65
peak21661	chr10	74918434	74921177	.	2744	17.21	18.91	23.85	11.19
peak21664	chr10	75069343	75070928	.	1586	20.49	26.87	29.82	12.79
peak21665	chr10	75103335	75106467	.	3133	105.72	109.46	98.82	98.31
peak21666	chr10	75136483	75137956	.	1474	18.03	21.89	25.56	11.99
peak21667	chr10	75145629	75147059	.	1431	19.67	21.89	28.11	19.18
peak21668	chr10	75211486	75212929	.	1444	37.7	40.8	34.93	42.36
peak21669	chr10	75221536	75224848	.	3313	95.89	116.42	88.6	80.73
peak21671	chr10	75281609	75283486	.	1878	128.67	129.36	120.11	136.68
